,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,duke,madame,marchioness,marquis
919,,,,11982,70,0.0025022793769253933,,,,,,,,,,,,Feature,Category,,,Subject,,
920,,Category,Feature,12051,1,0.954365177969624,,,,,,,,,,,,,,,,,Subject,
921,,Category,Feature,12047,5,4.7470091872045055,,,,,,,,,,,,,,,,,Subject,
922,,Category,Feature,12042,10,9.412859494735653,,,,,,,,,,,,,,,,,Subject,
923,,Category,Feature,12037,15,12.701143600866684,,,,,,,,,,,,,,,,,Subject,
924,,Category,Feature,12032,20,13.430472734870554,,,,,,,,,,,,,,,,,Subject,
925,,Category,Feature,12022,30,13.547585408736678,,,,,,,,,,,,,,,,,Subject,
926,,Category,Feature,12012,40,0.6383900757646314,,,,,,,,,,,,,,,,,Subject,
927,,Category,Feature,12002,50,0.059953181773170584,,,,,,,,,,,,,,,,,Subject,
928,,Category,Feature,11992,60,0.01000133314385093,,,,,,,,,,,,,,,,,Subject,
929,,Category,Feature,11982,70,0.0025022793769253933,,,,,,,,,,,,,,,,,Subject,
930,,,,12051,1,0.07156744218041451,Category,Feature,,,,,,,,,,,,,,,Subject,
931,,,,12047,5,0.28976982108274896,Category,Feature,,,,,,,,,,,,,,,Subject,
932,,,,12042,10,0.5089388377556131,Category,Feature,,,,,,,,,,,,,,,Subject,
933,,,,12037,15,0.6834896641066472,Category,Feature,,,,,,,,,,,,,,,Subject,
934,,,,12032,20,0.826853764801134,Category,Feature,,,,,,,,,,,,,,,Subject,
935,,,,12022,30,1.0560754585682202,Category,Feature,,,,,,,,,,,,,,,Subject,
936,,,,12012,40,0.9191627727227636,Category,Feature,,,,,,,,,,,,,,,Subject,
937,,,,12002,50,0.875728507909742,Category,Feature,,,,,,,,,,,,,,,Subject,
938,,,,11992,60,0.8770178846144645,Category,Feature,,,,,,,,,,,,,,,Subject,
939,,,,11982,70,0.8798030814910122,Category,Feature,,,,,,,,,,,,,,,Subject,
940,,,,12051,1,0.3300548396947549,Category,,Feature,,,,,,,,,,,,,,Subject,
941,,,,12047,5,1.647232702051269,Category,,Feature,,,,,,,,,,,,,,Subject,
942,,,,12042,10,3.270716299261291,Category,,Feature,,,,,,,,,,,,,,Subject,
943,,,,12037,15,4.817643162683505,Category,,Feature,,,,,,,,,,,,,,Subject,
944,,,,12032,20,6.227950722790205,Category,,Feature,,,,,,,,,,,,,,Subject,
945,,,,12022,30,8.577347128094484,Category,,Feature,,,,,,,,,,,,,,Subject,
946,,,,12012,40,5.7653778862386735,Category,,Feature,,,,,,,,,,,,,,Subject,
947,,,,12002,50,3.5935899088648884,Category,,Feature,,,,,,,,,,,,,,Subject,
948,,,,11992,60,2.2738080433250194,Category,,Feature,,,,,,,,,,,,,,Subject,
949,,,,11982,70,1.883904707579689,Category,,Feature,,,,,,,,,,,,,,Subject,
950,,,,12051,1,0.2854974118197434,Category,,,Feature,,,,,,,,,,,,,Subject,
951,,,,12047,5,1.4260495306010312,Category,,,Feature,,,,,,,,,,,,,Subject,
952,,,,12042,10,2.838703948908689,Category,,,Feature,,,,,,,,,,,,,Subject,
953,,,,12037,15,4.208160380028599,Category,,,Feature,,,,,,,,,,,,,Subject,
954,,,,12032,20,5.513039702780661,Category,,,Feature,,,,,,,,,,,,,Subject,
955,,,,12022,30,7.84985028949566,Category,,,Feature,,,,,,,,,,,,,Subject,
956,,,,12012,40,5.925953978995232,Category,,,Feature,,,,,,,,,,,,,Subject,
957,,,,12002,50,3.8858502593504283,Category,,,Feature,,,,,,,,,,,,,Subject,
958,,,,11992,60,2.4992076260017346,Category,,,Feature,,,,,,,,,,,,,Subject,
959,,,,11982,70,2.0889341971527795,Category,,,Feature,,,,,,,,,,,,,Subject,
960,,,,12051,1,0.011365575557510275,Category,,,,Feature,,,,,,,,,,,,Subject,
961,,,,12047,5,0.05373002867917058,Category,,,,Feature,,,,,,,,,,,,Subject,
962,,,,12042,10,0.10380402702080399,Category,,,,Feature,,,,,,,,,,,,Subject,
963,,,,12037,15,0.151693206743211,Category,,,,Feature,,,,,,,,,,,,Subject,
964,,,,12032,20,0.19859885943563402,Category,,,,Feature,,,,,,,,,,,,Subject,
965,,,,12022,30,0.2889822139407644,Category,,,,Feature,,,,,,,,,,,,Subject,
966,,,,12012,40,0.3426386057955958,Category,,,,Feature,,,,,,,,,,,,Subject,
967,,,,12002,50,0.3824220248519955,Category,,,,Feature,,,,,,,,,,,,Subject,
968,,,,11992,60,0.4208494546461617,Category,,,,Feature,,,,,,,,,,,,Subject,
969,,,,11982,70,0.43550702501821675,Category,,,,Feature,,,,,,,,,,,,Subject,
970,,,,12051,1,0.0709989466364099,Category,,,,,Feature,,,,,,,,,,,Subject,
971,,,,12047,5,0.26910007283854465,Category,,,,,Feature,,,,,,,,,,,Subject,
972,,,,12042,10,0.4665531003704686,Category,,,,,Feature,,,,,,,,,,,Subject,
973,,,,12037,15,0.6177313009760643,Category,,,,,Feature,,,,,,,,,,,Subject,
974,,,,12032,20,0.7495515986201079,Category,,,,,Feature,,,,,,,,,,,Subject,
975,,,,12022,30,0.9862747216977177,Category,,,,,Feature,,,,,,,,,,,Subject,
976,,,,12012,40,0.9231276330778748,Category,,,,,Feature,,,,,,,,,,,Subject,
977,,,,12002,50,0.9276120588242934,Category,,,,,Feature,,,,,,,,,,,Subject,
978,,,,11992,60,0.93910902203364,Category,,,,,Feature,,,,,,,,,,,Subject,
979,,,,11982,70,0.9416060109626125,Category,,,,,Feature,,,,,,,,,,,Subject,
980,,,,12051,1,0.013001339177218976,Category,,,,,,Feature,,,,,,,,,,Subject,
981,,,,12047,5,0.06500596651354103,Category,,,,,,Feature,,,,,,,,,,Subject,
982,,,,12042,10,0.12811704408708174,Category,,,,,,Feature,,,,,,,,,,Subject,
983,,,,12037,15,0.18839359329431693,Category,,,,,,Feature,,,,,,,,,,Subject,
984,,,,12032,20,0.24851708318849663,Category,,,,,,Feature,,,,,,,,,,Subject,
985,,,,12022,30,0.3635856205616199,Category,,,,,,Feature,,,,,,,,,,Subject,
986,,,,12012,40,0.4240574176278493,Category,,,,,,Feature,,,,,,,,,,Subject,
987,,,,12002,50,0.44863667610995445,Category,,,,,,Feature,,,,,,,,,,Subject,
988,,,,11992,60,0.46051422153174393,Category,,,,,,Feature,,,,,,,,,,Subject,
989,,,,11982,70,0.4656943128570507,Category,,,,,,Feature,,,,,,,,,,Subject,
990,,,,12051,1,0.02147997389131987,Category,,,,,,,Feature,,,,,,,,,Subject,
991,,,,12047,5,0.09728692061684233,Category,,,,,,,Feature,,,,,,,,,Subject,
992,,,,12042,10,0.18284120676510657,Category,,,,,,,Feature,,,,,,,,,Subject,
993,,,,12037,15,0.2626542984525253,Category,,,,,,,Feature,,,,,,,,,Subject,
994,,,,12032,20,0.33493884679955305,Category,,,,,,,Feature,,,,,,,,,Subject,
995,,,,12022,30,0.4658668466440578,Category,,,,,,,Feature,,,,,,,,,Subject,
996,,,,12012,40,0.4952624932890198,Category,,,,,,,Feature,,,,,,,,,Subject,
997,,,,12002,50,0.5091070406574651,Category,,,,,,,Feature,,,,,,,,,Subject,
998,,,,11992,60,0.5314658568615109,Category,,,,,,,Feature,,,,,,,,,Subject,
999,,,,11982,70,0.5419329046018723,Category,,,,,,,Feature,,,,,,,,,Subject,
1000,,,,12051,1,0.019991392966156776,Category,,,,,,,,Feature,,,,,,,,Subject,
1001,,,,12047,5,0.09409023676029904,Category,,,,,,,,Feature,,,,,,,,Subject,
1002,,,,12042,10,0.1798956702124162,Category,,,,,,,,Feature,,,,,,,,Subject,
1003,,,,12037,15,0.26210260799620844,Category,,,,,,,,Feature,,,,,,,,Subject,
1004,,,,12032,20,0.34317390334851866,Category,,,,,,,,Feature,,,,,,,,Subject,
1005,,,,12022,30,0.4995386404322449,Category,,,,,,,,Feature,,,,,,,,Subject,
1006,,,,12012,40,0.5690438771185212,Category,,,,,,,,Feature,,,,,,,,Subject,
1007,,,,12002,50,0.6055884230921609,Category,,,,,,,,Feature,,,,,,,,Subject,
1008,,,,11992,60,0.6385862868020714,Category,,,,,,,,Feature,,,,,,,,Subject,
1009,,,,11982,70,0.6510254923460502,Category,,,,,,,,Feature,,,,,,,,Subject,
1010,,,,12051,1,0.009689680066515797,Category,,,,,,,,,Feature,,,,,,,Subject,
1011,,,,12047,5,0.0470413448008173,Category,,,,,,,,,Feature,,,,,,,Subject,
1012,,,,12042,10,0.09311034484827839,Category,,,,,,,,,Feature,,,,,,,Subject,
1013,,,,12037,15,0.13919279220033445,Category,,,,,,,,,Feature,,,,,,,Subject,
1014,,,,12032,20,0.18430509330719874,Category,,,,,,,,,Feature,,,,,,,Subject,
1015,,,,12022,30,0.2693818101891549,Category,,,,,,,,,Feature,,,,,,,Subject,
1016,,,,12012,40,0.31534846443940084,Category,,,,,,,,,Feature,,,,,,,Subject,
1017,,,,12002,50,0.33768514211985984,Category,,,,,,,,,Feature,,,,,,,Subject,
1018,,,,11992,60,0.3588689689733954,Category,,,,,,,,,Feature,,,,,,,Subject,
1019,,,,11982,70,0.36807530834944413,Category,,,,,,,,,Feature,,,,,,,Subject,
1020,,,,12051,1,0.025835923198741534,Category,,,,,,,,,,Feature,,,,,,Subject,
1021,,,,12047,5,0.12415236465666027,Category,,,,,,,,,,Feature,,,,,,Subject,
1022,,,,12042,10,0.24165076567787655,Category,,,,,,,,,,Feature,,,,,,Subject,
1023,,,,12037,15,0.3481274123157263,Category,,,,,,,,,,Feature,,,,,,Subject,
1024,,,,12032,20,0.4433408976863083,Category,,,,,,,,,,Feature,,,,,,Subject,
1025,,,,12022,30,0.6242473232817821,Category,,,,,,,,,,Feature,,,,,,Subject,
1026,,,,12012,40,0.6794046119587844,Category,,,,,,,,,,Feature,,,,,,Subject,
1027,,,,12002,50,0.7070125696874893,Category,,,,,,,,,,Feature,,,,,,Subject,
1028,,,,11992,60,0.7428337071830147,Category,,,,,,,,,,Feature,,,,,,Subject,
1029,,,,11982,70,0.7518072084838759,Category,,,,,,,,,,Feature,,,,,,Subject,
1030,,,,12051,1,0.07719027743002291,Category,,,,,,,,,,,Feature,,,,,Subject,
1031,,,,12047,5,0.2932218143982594,Category,,,,,,,,,,,Feature,,,,,Subject,
1032,,,,12042,10,0.5069622470157843,Category,,,,,,,,,,,Feature,,,,,Subject,
1033,,,,12037,15,0.6714565132466193,Category,,,,,,,,,,,Feature,,,,,Subject,
1034,,,,12032,20,0.8134676419124514,Category,,,,,,,,,,,Feature,,,,,Subject,
1035,,,,12022,30,1.061876755481597,Category,,,,,,,,,,,Feature,,,,,Subject,
1036,,,,12012,40,0.9683556308037969,Category,,,,,,,,,,,Feature,,,,,Subject,
1037,,,,12002,50,0.9645170147117712,Category,,,,,,,,,,,Feature,,,,,Subject,
1038,,,,11992,60,0.9805718588476047,Category,,,,,,,,,,,Feature,,,,,Subject,
1039,,,,11982,70,0.9858325635984312,Category,,,,,,,,,,,Feature,,,,,Subject,
1040,,,,12051,1,0.3475188768254349,,Feature,,,,,,,,,,,Category,,,,Subject,
1041,,,,12047,5,1.7344577049552845,,Feature,,,,,,,,,,,Category,,,,Subject,
1042,,,,12042,10,3.4420516806363617,,Feature,,,,,,,,,,,Category,,,,Subject,
1043,,,,12037,15,5.08015768037785,,Feature,,,,,,,,,,,Category,,,,Subject,
1044,,,,12032,20,6.588743384309983,,Feature,,,,,,,,,,,Category,,,,Subject,
1045,,,,12022,30,9.02361567966334,,Feature,,,,,,,,,,,Category,,,,Subject,
1046,,,,12012,40,5.859331794322198,,Feature,,,,,,,,,,,Category,,,,Subject,
1047,,,,12002,50,3.495315220139124,,Feature,,,,,,,,,,,Category,,,,Subject,
1048,,,,11992,60,2.195386830146841,,Feature,,,,,,,,,,,Category,,,,Subject,
1049,,,,11982,70,1.8240717937076076,,Feature,,,,,,,,,,,Category,,,,Subject,
1050,,,,12051,1,0.41345791624409667,,,Feature,,,,,,,,,,Category,,,,Subject,
1051,,,,12047,5,2.0650339057469966,,,Feature,,,,,,,,,,Category,,,,Subject,
1052,,,,12042,10,4.099287220777988,,,Feature,,,,,,,,,,Category,,,,Subject,
1053,,,,12037,15,6.033308087830037,,,Feature,,,,,,,,,,Category,,,,Subject,
1054,,,,12032,20,7.764477975524042,,,Feature,,,,,,,,,,Category,,,,Subject,
1055,,,,12022,30,10.382877017641402,,,Feature,,,,,,,,,,Category,,,,Subject,
1056,,,,12012,40,5.599276594929599,,,Feature,,,,,,,,,,Category,,,,Subject,
1057,,,,12002,50,2.7263267619875116,,,Feature,,,,,,,,,,Category,,,,Subject,
1058,,,,11992,60,1.4705547414774807,,,Feature,,,,,,,,,,Category,,,,Subject,
1059,,,,11982,70,1.1540048529639846,,,Feature,,,,,,,,,,Category,,,,Subject,
1060,,,,12051,1,0.8547397779186025,,,,Feature,,,,,,,,,Category,,,,Subject,
1061,,,,12047,5,4.267195248522409,,,,Feature,,,,,,,,,Category,,,,Subject,
1062,,,,12042,10,8.471855088215111,,,,Feature,,,,,,,,,Category,,,,Subject,
1063,,,,12037,15,11.78328945717671,,,,Feature,,,,,,,,,Category,,,,Subject,
1064,,,,12032,20,13.111702734006771,,,,Feature,,,,,,,,,Category,,,,Subject,
1065,,,,12022,30,13.525800163416697,,,,Feature,,,,,,,,,Category,,,,Subject,
1066,,,,12012,40,1.207111388318593,,,,Feature,,,,,,,,,Category,,,,Subject,
1067,,,,12002,50,0.17479860888793985,,,,Feature,,,,,,,,,Category,,,,Subject,
1068,,,,11992,60,0.020002023805464744,,,,Feature,,,,,,,,,Category,,,,Subject,
1069,,,,11982,70,0.003753403990031899,,,,Feature,,,,,,,,,Category,,,,Subject,
1070,,,,12051,1,0.2388421667618521,,,,,Feature,,,,,,,,Category,,,,Subject,
1071,,,,12047,5,1.189308720781142,,,,,Feature,,,,,,,,Category,,,,Subject,
1072,,,,12042,10,2.3622195800766357,,,,,Feature,,,,,,,,Category,,,,Subject,
1073,,,,12037,15,3.5038191575661086,,,,,Feature,,,,,,,,Category,,,,Subject,
1074,,,,12032,20,4.582105454791839,,,,,Feature,,,,,,,,Category,,,,Subject,
1075,,,,12022,30,6.493874940873118,,,,,Feature,,,,,,,,Category,,,,Subject,
1076,,,,12012,40,5.372163355359039,,,,,Feature,,,,,,,,Category,,,,Subject,
1077,,,,12002,50,3.9962360627782196,,,,,Feature,,,,,,,,Category,,,,Subject,
1078,,,,11992,60,3.082895211934597,,,,,Feature,,,,,,,,Category,,,,Subject,
1079,,,,11982,70,2.7758615654139516,,,,,Feature,,,,,,,,Category,,,,Subject,
1080,,,,12051,1,0.9547925507067931,,,,,,Feature,,,,,,,Category,,,,Subject,
1081,,,,12047,5,4.750377744582687,,,,,,Feature,,,,,,,Category,,,,Subject,
1082,,,,12042,10,9.420056726456453,,,,,,Feature,,,,,,,Category,,,,Subject,
1083,,,,12037,15,12.714461718875492,,,,,,Feature,,,,,,,Category,,,,Subject,
1084,,,,12032,20,13.446347615480494,,,,,,Feature,,,,,,,Category,,,,Subject,
1085,,,,12022,30,13.550926350097214,,,,,,Feature,,,,,,,Category,,,,Subject,
1086,,,,12012,40,0.6353267797268294,,,,,,Feature,,,,,,,Category,,,,Subject,
1087,,,,12002,50,0.041220296865516204,,,,,,Feature,,,,,,,Category,,,,Subject,
1088,,,,11992,60,0.007501060073845583,,,,,,Feature,,,,,,,Category,,,,Subject,
1089,,,,11982,70,0.0025022793769253933,,,,,,Feature,,,,,,,Category,,,,Subject,
1090,,,,12051,1,0.45460126729743416,,,,,,,Feature,,,,,,Category,,,,Subject,
1091,,,,12047,5,2.2683755472641915,,,,,,,Feature,,,,,,Category,,,,Subject,
1092,,,,12042,10,4.494940075031674,,,,,,,Feature,,,,,,Category,,,,Subject,
1093,,,,12037,15,6.574968813752471,,,,,,,Feature,,,,,,Category,,,,Subject,
1094,,,,12032,20,8.369773860760587,,,,,,,Feature,,,,,,Category,,,,Subject,
1095,,,,12022,30,10.8611526951733,,,,,,,Feature,,,,,,Category,,,,Subject,
1096,,,,12012,40,5.234380106998423,,,,,,,Feature,,,,,,Category,,,,Subject,
1097,,,,12002,50,2.5356950893292907,,,,,,,Feature,,,,,,Category,,,,Subject,
1098,,,,11992,60,1.2994348032840772,,,,,,,Feature,,,,,,Category,,,,Subject,
1099,,,,11982,70,1.047000769743538,,,,,,,Feature,,,,,,Category,,,,Subject,
1100,,,,12051,1,0.32874139914831535,,,,,,,,Feature,,,,,Category,,,,Subject,
1101,,,,12047,5,1.6413187493315642,,,,,,,,Feature,,,,,Category,,,,Subject,
1102,,,,12042,10,3.262281725714818,,,,,,,,Feature,,,,,Category,,,,Subject,
1103,,,,12037,15,4.809851626026431,,,,,,,,Feature,,,,,Category,,,,Subject,
1104,,,,12032,20,6.228195781438846,,,,,,,,Feature,,,,,Category,,,,Subject,
1105,,,,12022,30,8.585766386762858,,,,,,,,Feature,,,,,Category,,,,Subject,
1106,,,,12012,40,5.764825647347175,,,,,,,,Feature,,,,,Category,,,,Subject,
1107,,,,12002,50,3.6058938406862513,,,,,,,,Feature,,,,,Category,,,,Subject,
1108,,,,11992,60,2.292481275807366,,,,,,,,Feature,,,,,Category,,,,Subject,
1109,,,,11982,70,1.8916053581454737,,,,,,,,Feature,,,,,Category,,,,Subject,
1110,,,,12051,1,0.4068169803571651,,,,,,,,,Feature,,,,Category,,,,Subject,
1111,,,,12047,5,2.0308816479790917,,,,,,,,,Feature,,,,Category,,,,Subject,
1112,,,,12042,10,4.033787440100856,,,,,,,,,Feature,,,,Category,,,,Subject,
1113,,,,12037,15,5.940961333016074,,,,,,,,,Feature,,,,Category,,,,Subject,
1114,,,,12032,20,7.637136678693289,,,,,,,,,Feature,,,,Category,,,,Subject,
1115,,,,12022,30,10.19255072793032,,,,,,,,,Feature,,,,Category,,,,Subject,
1116,,,,12012,40,5.749706798646068,,,,,,,,,Feature,,,,Category,,,,Subject,
1117,,,,12002,50,3.044499960272535,,,,,,,,,Feature,,,,Category,,,,Subject,
1118,,,,11992,60,1.5919509460287342,,,,,,,,,Feature,,,,Category,,,,Subject,
1119,,,,11982,70,1.186398850988693,,,,,,,,,Feature,,,,Category,,,,Subject,
1120,,,,12051,1,0.2854974118197434,,,,,,,,,,Feature,,,Category,,,,Subject,
1121,,,,12047,5,1.4264568466968754,,,,,,,,,,Feature,,,Category,,,,Subject,
1122,,,,12042,10,2.8395175828554113,,,,,,,,,,Feature,,,Category,,,,Subject,
1123,,,,12037,15,4.209565622994132,,,,,,,,,,Feature,,,Category,,,,Subject,
1124,,,,12032,20,5.510502322498369,,,,,,,,,,Feature,,,Category,,,,Subject,
1125,,,,12022,30,7.845129871494438,,,,,,,,,,Feature,,,Category,,,,Subject,
1126,,,,12012,40,5.926355285358733,,,,,,,,,,Feature,,,Category,,,,Subject,
1127,,,,12002,50,3.8758165371156776,,,,,,,,,,Feature,,,Category,,,,Subject,
1128,,,,11992,60,2.4905083502419743,,,,,,,,,,Feature,,,Category,,,,Subject,
1129,,,,11982,70,2.08306295025975,,,,,,,,,,Feature,,,Category,,,,Subject,
1130,,,,12051,1,0.4483805205353172,,,,,,,,,,,Feature,,Category,,,,Subject,
1131,,,,12047,5,2.2405505266984784,,,,,,,,,,,Feature,,Category,,,,Subject,
1132,,,,12042,10,4.4532229305421165,,,,,,,,,,,Feature,,Category,,,,Subject,
1133,,,,12037,15,6.5491201313588085,,,,,,,,,,,Feature,,Category,,,,Subject,
1134,,,,12032,20,8.417458938625323,,,,,,,,,,,Feature,,Category,,,,Subject,
1135,,,,12022,30,11.151676056417083,,,,,,,,,,,Feature,,Category,,,,Subject,
1136,,,,12012,40,5.329130336939215,,,,,,,,,,,Feature,,Category,,,,Subject,
1137,,,,12002,50,2.213068692078145,,,,,,,,,,,Feature,,Category,,,,Subject,
1138,,,,11992,60,1.0261716486664918,,,,,,,,,,,Feature,,Category,,,,Subject,
1139,,,,11982,70,0.7514775221770301,,,,,,,,,,,Feature,,Category,,,,Subject,
1140,,,,12051,1,0.9734466364229204,,,,,,,,,,,,Feature,Category,,,,Subject,
1141,,,,12047,5,4.834461747523787,,,,,,,,,,,,Feature,Category,,,,Subject,
1142,,,,12042,10,9.586181561353015,,,,,,,,,,,,Feature,Category,,,,Subject,
1143,,,,12037,15,12.87731353400858,,,,,,,,,,,,Feature,Category,,,,Subject,
1144,,,,12032,20,13.485595985026585,,,,,,,,,,,,Feature,Category,,,,Subject,
1145,,,,12022,30,13.55175815844857,,,,,,,,,,,,Feature,Category,,,,Subject,
1146,,,,12012,40,0.5321123893299528,,,,,,,,,,,,Feature,Category,,,,Subject,
1147,,,,12002,50,0.027481411625314638,,,,,,,,,,,,Feature,Category,,,,Subject,
1148,,,,11992,60,0.007501060073845583,,,,,,,,,,,,Feature,Category,,,,Subject,
1149,,,,11982,70,0.0025022793769253933,,,,,,,,,,,,Feature,Category,,,,Subject,
1150,,Category,Feature,12051,1,0.22212980124004894,,,,,,,,,,,,,,,,,,Subject
1151,,Category,Feature,12047,5,0.9956057684732421,,,,,,,,,,,,,,,,,,Subject
1152,,Category,Feature,12042,10,1.866473265003248,,,,,,,,,,,,,,,,,,Subject
1153,,Category,Feature,12037,15,2.608722745253346,,,,,,,,,,,,,,,,,,Subject
1154,,Category,Feature,12032,20,3.2558148327689693,,,,,,,,,,,,,,,,,,Subject
1155,,Category,Feature,12022,30,4.386164738980624,,,,,,,,,,,,,,,,,,Subject
1156,,Category,Feature,12012,40,3.648461602312478,,,,,,,,,,,,,,,,,,Subject
1157,,Category,Feature,12002,50,3.2080417283422915,,,,,,,,,,,,,,,,,,Subject
1158,,Category,Feature,11992,60,2.8834443599367616,,,,,,,,,,,,,,,,,,Subject
1159,,Category,Feature,11982,70,2.779226186515406,,,,,,,,,,,,,,,,,,Subject
1160,,,,12051,1,0.01923938609661332,Category,Feature,,,,,,,,,,,,,,,,Subject
1161,,,,12047,5,0.0923285697037047,Category,Feature,,,,,,,,,,,,,,,,Subject
1162,,,,12042,10,0.17713717108578672,Category,Feature,,,,,,,,,,,,,,,,Subject
1163,,,,12037,15,0.2578834376605811,Category,Feature,,,,,,,,,,,,,,,,Subject
1164,,,,12032,20,0.3292719946427889,Category,Feature,,,,,,,,,,,,,,,,Subject
1165,,,,12022,30,0.46133870885391964,Category,Feature,,,,,,,,,,,,,,,,Subject
1166,,,,12012,40,0.49518575132284226,Category,Feature,,,,,,,,,,,,,,,,Subject
1167,,,,12002,50,0.5017662221731348,Category,Feature,,,,,,,,,,,,,,,,Subject
1168,,,,11992,60,0.5122159628302185,Category,Feature,,,,,,,,,,,,,,,,Subject
1169,,,,11982,70,0.5196387885821792,Category,Feature,,,,,,,,,,,,,,,,Subject
1170,,,,12051,1,0.02512041937554356,Category,,Feature,,,,,,,,,,,,,,,Subject
1171,,,,12047,5,0.12413481236926714,Category,,Feature,,,,,,,,,,,,,,,Subject
1172,,,,12042,10,0.24466581239712087,Category,,Feature,,,,,,,,,,,,,,,Subject
1173,,,,12037,15,0.3604122228221412,Category,,Feature,,,,,,,,,,,,,,,Subject
1174,,,,12032,20,0.47412114711518405,Category,,Feature,,,,,,,,,,,,,,,Subject
1175,,,,12022,30,0.6947747042311658,Category,,Feature,,,,,,,,,,,,,,,Subject
1176,,,,12012,40,0.7946603107423109,Category,,Feature,,,,,,,,,,,,,,,Subject
1177,,,,12002,50,0.8461599696158099,Category,,Feature,,,,,,,,,,,,,,,Subject
1178,,,,11992,60,0.8663394293730008,Category,,Feature,,,,,,,,,,,,,,,Subject
1179,,,,11982,70,0.8733113805606871,Category,,Feature,,,,,,,,,,,,,,,Subject
1180,,,,12051,1,0.07719027743002291,Category,,,Feature,,,,,,,,,,,,,,Subject
1181,,,,12047,5,0.2932218143982594,Category,,,Feature,,,,,,,,,,,,,,Subject
1182,,,,12042,10,0.5069622470157843,Category,,,Feature,,,,,,,,,,,,,,Subject
1183,,,,12037,15,0.6714565132466193,Category,,,Feature,,,,,,,,,,,,,,Subject
1184,,,,12032,20,0.8134676419124514,Category,,,Feature,,,,,,,,,,,,,,Subject
1185,,,,12022,30,1.061876755481597,Category,,,Feature,,,,,,,,,,,,,,Subject
1186,,,,12012,40,0.9683556308037969,Category,,,Feature,,,,,,,,,,,,,,Subject
1187,,,,12002,50,0.9645170147117712,Category,,,Feature,,,,,,,,,,,,,,Subject
1188,,,,11992,60,0.9805718588476047,Category,,,Feature,,,,,,,,,,,,,,Subject
1189,,,,11982,70,0.9858325635984312,Category,,,Feature,,,,,,,,,,,,,,Subject
1190,,,,12051,1,0.41345791624409667,Category,,,,Feature,,,,,,,,,,,,,Subject
1191,,,,12047,5,2.0650339057469966,Category,,,,Feature,,,,,,,,,,,,,Subject
1192,,,,12042,10,4.099287220777988,Category,,,,Feature,,,,,,,,,,,,,Subject
1193,,,,12037,15,6.033308087830037,Category,,,,Feature,,,,,,,,,,,,,Subject
1194,,,,12032,20,7.764477975524042,Category,,,,Feature,,,,,,,,,,,,,Subject
1195,,,,12022,30,10.382877017641402,Category,,,,Feature,,,,,,,,,,,,,Subject
1196,,,,12012,40,5.599276594929599,Category,,,,Feature,,,,,,,,,,,,,Subject
1197,,,,12002,50,2.7263267619875116,Category,,,,Feature,,,,,,,,,,,,,Subject
1198,,,,11992,60,1.4705547414774807,Category,,,,Feature,,,,,,,,,,,,,Subject
1199,,,,11982,70,1.1540048529639846,Category,,,,Feature,,,,,,,,,,,,,Subject
1200,,,,12051,1,0.954365177969624,Category,,,,,Feature,,,,,,,,,,,,Subject
1201,,,,12047,5,4.7470091872045055,Category,,,,,Feature,,,,,,,,,,,,Subject
1202,,,,12042,10,9.412859494735653,Category,,,,,Feature,,,,,,,,,,,,Subject
1203,,,,12037,15,12.701143600866684,Category,,,,,Feature,,,,,,,,,,,,Subject
1204,,,,12032,20,13.430472734870554,Category,,,,,Feature,,,,,,,,,,,,Subject
1205,,,,12022,30,13.547585408736678,Category,,,,,Feature,,,,,,,,,,,,Subject
1206,,,,12012,40,0.6383900757646314,Category,,,,,Feature,,,,,,,,,,,,Subject
1207,,,,12002,50,0.059953181773170584,Category,,,,,Feature,,,,,,,,,,,,Subject
1208,,,,11992,60,0.01000133314385093,Category,,,,,Feature,,,,,,,,,,,,Subject
1209,,,,11982,70,0.0025022793769253933,Category,,,,,Feature,,,,,,,,,,,,Subject
1210,,,,12051,1,0.032795751736232955,Category,,,,,,Feature,,,,,,,,,,,Subject
1211,,,,12047,5,0.15643200700529342,Category,,,,,,Feature,,,,,,,,,,,Subject
1212,,,,12042,10,0.3045344270067471,Category,,,,,,Feature,,,,,,,,,,,Subject
1213,,,,12037,15,0.44625836928232004,Category,,,,,,Feature,,,,,,,,,,,Subject
1214,,,,12032,20,0.577971591567574,Category,,,,,,Feature,,,,,,,,,,,Subject
1215,,,,12022,30,0.8265284367092449,Category,,,,,,Feature,,,,,,,,,,,Subject
1216,,,,12012,40,0.8912182319557409,Category,,,,,,Feature,,,,,,,,,,,Subject
1217,,,,12002,50,0.9145410103009455,Category,,,,,,Feature,,,,,,,,,,,Subject
1218,,,,11992,60,0.9593851179466351,Category,,,,,,Feature,,,,,,,,,,,Subject
1219,,,,11982,70,0.9731890552308674,Category,,,,,,Feature,,,,,,,,,,,Subject
1220,,,,12051,1,0.9547925507067931,Category,,,,,,,Feature,,,,,,,,,,Subject
1221,,,,12047,5,4.750377744582687,Category,,,,,,,Feature,,,,,,,,,,Subject
1222,,,,12042,10,9.420056726456453,Category,,,,,,,Feature,,,,,,,,,,Subject
1223,,,,12037,15,12.714461718875492,Category,,,,,,,Feature,,,,,,,,,,Subject
1224,,,,12032,20,13.446347615480494,Category,,,,,,,Feature,,,,,,,,,,Subject
