,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,abbot,ambrosio,brother,elvira,grave,lorenzo,marquis,monk,nuns,raymond,segnor,theodore
2651,,,,26025,5,3.288576512276914,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2652,,,,26020,10,6.543232421802835,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2653,,,,26015,15,9.506159525582333,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2654,,,,26010,20,11.755720315881407,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2655,,,,26000,30,13.933754988211692,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2656,,,,25990,40,3.421108751168564,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2657,,,,25980,50,0.8145494072035255,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2658,,,,25970,60,0.24207898849532974,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2659,,,,25960,70,0.1456545655449843,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2660,,,,26029,1,0.6581501652817738,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2661,,,,26025,5,3.2878835560976274,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2662,,,,26020,10,6.547470374382873,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2663,,,,26015,15,9.571205046501333,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2664,,,,26010,20,11.944944749662204,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2665,,,,26000,30,14.165969222033278,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2666,,,,25990,40,3.1372328443604682,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2667,,,,25980,50,0.5912809695557579,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2668,,,,25970,60,0.11408517568750462,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2669,,,,25960,70,0.06265380030254562,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject,,
2670,,,,26029,1,0.9929397734274997,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2671,,,,26025,5,4.959238876670572,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2672,,,,26020,10,9.886692682576319,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2673,,,,26015,15,13.891549368534076,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2674,,,,26010,20,14.634232476440175,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2675,,,,26000,30,14.666147079724022,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2676,,,,25990,40,0.030367185742200747,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2677,,,,25980,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2678,,,,25970,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2679,,,,25960,70,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,,,Subject,,
2680,,,,26029,1,0.45968341254742456,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2681,,,,26025,5,2.297232242058669,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2682,,,,26020,10,4.579015966406044,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2683,,,,26015,15,6.779563701191217,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2684,,,,26010,20,8.780417616238129,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2685,,,,26000,30,11.858528971345654,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2686,,,,25990,40,5.558032930275123,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2687,,,,25980,50,2.133990121860169,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2688,,,,25970,60,0.8967026372196326,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2689,,,,25960,70,0.6477239993860784,,,,,Feature,,,,,,,,Category,,,,,,,,,,,Subject,,
2690,,,,26029,1,0.00905762403888241,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2691,,,,26025,5,0.044405779637077744,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2692,,,,26020,10,0.08653267324974771,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2693,,,,26015,15,0.1278792496247571,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2694,,,,26010,20,0.16922432647502475,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2695,,,,26000,30,0.25028539736234184,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2696,,,,25990,40,0.2990435195804135,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2697,,,,25980,50,0.32256269324714537,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2698,,,,25970,60,0.3348025741522867,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2699,,,,25960,70,0.3401510785267694,,,,,,Feature,,,,,,,Category,,,,,,,,,,,Subject,,
2700,,,,26029,1,0.6199996521999708,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2701,,,,26025,5,3.0936063918660826,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2702,,,,26020,10,6.152918796873376,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2703,,,,26015,15,8.977191408497855,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2704,,,,26010,20,11.198707565639417,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2705,,,,26000,30,13.602546942668546,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2706,,,,25990,40,3.884616636680275,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2707,,,,25980,50,0.9881430464395836,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2708,,,,25970,60,0.3256320637717435,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2709,,,,25960,70,0.2311591232245416,,,,,,,Feature,,,,,,Category,,,,,,,,,,,Subject,,
2710,,,,26029,1,0.45968341254742456,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2711,,,,26025,5,2.297232242058669,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2712,,,,26020,10,4.579015966406044,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2713,,,,26015,15,6.779563701191217,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2714,,,,26010,20,8.780417616238129,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2715,,,,26000,30,11.858528971345654,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2716,,,,25990,40,5.558032930275123,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2717,,,,25980,50,2.133990121860169,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2718,,,,25970,60,0.8967026372196326,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2719,,,,25960,70,0.6477239993860784,,,,,,,,Feature,,,,,Category,,,,,,,,,,,Subject,,
2720,,,,26029,1,0.39121177908800264,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2721,,,,26025,5,1.947370042569898,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2722,,,,26020,10,3.866455314866478,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2723,,,,26015,15,5.694436423966117,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2724,,,,26010,20,7.345694556557821,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2725,,,,26000,30,9.986898351771345,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2726,,,,25990,40,5.944768220323258,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2727,,,,25980,50,3.3411634322057804,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2728,,,,25970,60,1.8915031660264296,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2729,,,,25960,70,1.5247177407787267,,,,,,,,,Feature,,,,Category,,,,,,,,,,,Subject,,
2730,,,,26029,1,0.7818973951522894,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2731,,,,26025,5,3.9077942290433167,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2732,,,,26020,10,7.78506871749045,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2733,,,,26015,15,11.240202050272668,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2734,,,,26010,20,13.438491299051122,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2735,,,,26000,30,14.590750668261933,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2736,,,,25990,40,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2737,,,,25980,50,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2738,,,,25970,60,0.0,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2739,,,,25960,70,0.0024817544916069336,,,,,,,,,,Feature,,,Category,,,,,,,,,,,Subject,,
2740,,,,26029,1,0.5340383328234042,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2741,,,,26025,5,2.659844860929232,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2742,,,,26020,10,5.288449490318673,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2743,,,,26015,15,7.733473332014474,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2744,,,,26010,20,9.779396821054204,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2745,,,,26000,30,12.469039575983448,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2746,,,,25990,40,4.990919034196107,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2747,,,,25980,50,1.9679686469850868,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2748,,,,25970,60,0.8688664871322572,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2749,,,,25960,70,0.6431026170261829,,,,,,,,,,,Feature,,Category,,,,,,,,,,,Subject,,
2750,,,,26029,1,0.6581501652817738,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2751,,,,26025,5,3.2878835560976274,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2752,,,,26020,10,6.547470374382873,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2753,,,,26015,15,9.571205046501333,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2754,,,,26010,20,11.944944749662204,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2755,,,,26000,30,14.165969222033278,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2756,,,,25990,40,3.1372328443604682,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2757,,,,25980,50,0.5912809695557579,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2758,,,,25970,60,0.11408517568750462,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2759,,,,25960,70,0.06265380030254562,,,,,,,,,,,,Feature,Category,,,,,,,,,,,Subject,,
2760,,Category,Feature,26029,1,0.6030351257038793,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2761,,Category,Feature,26025,5,3.010356696420331,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2762,,Category,Feature,26020,10,5.9850721022680995,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2763,,Category,Feature,26015,15,8.748009660090597,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2764,,Category,Feature,26010,20,10.970544574746315,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2765,,Category,Feature,26000,30,13.50594729729455,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2766,,Category,Feature,25990,40,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2767,,Category,Feature,25980,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2768,,Category,Feature,25970,60,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2769,,Category,Feature,25960,70,0.21918320740128192,,,,,,,,,,,,,,,,,,,,,,,,,Subject,
2770,,,,26029,1,0.782029918131247,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2771,,,,26025,5,3.9084498873484583,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2772,,,,26020,10,7.786205612888672,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2773,,,,26015,15,11.241689298374391,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2774,,,,26010,20,13.438351526962563,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2775,,,,26000,30,14.590750668261933,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2776,,,,25990,40,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2777,,,,25980,50,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2778,,,,25970,60,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2779,,,,25960,70,0.0024817544916069336,Category,Feature,,,,,,,,,,,,,,,,,,,,,,,Subject,
2780,,,,26029,1,0.6593780178291556,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2781,,,,26025,5,3.288576512276914,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2782,,,,26020,10,6.543232421802835,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2783,,,,26015,15,9.506159525582333,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2784,,,,26010,20,11.755720315881407,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2785,,,,26000,30,13.933754988211692,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2786,,,,25990,40,3.421108751168564,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2787,,,,25980,50,0.8145494072035255,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2788,,,,25970,60,0.24207898849532974,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2789,,,,25960,70,0.1456545655449843,Category,,Feature,,,,,,,,,,,,,,,,,,,,,,Subject,
2790,,,,26029,1,0.7111340001952682,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2791,,,,26025,5,3.5525482412505793,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2792,,,,26020,10,7.076807828982234,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2793,,,,26015,15,10.294199505615461,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2794,,,,26010,20,12.603496334149126,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2795,,,,26000,30,14.383994910407628,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2796,,,,25990,40,2.487598879631397,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2797,,,,25980,50,0.37401492790475,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2798,,,,25970,60,0.07131175438957503,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2799,,,,25960,70,0.038463342292575364,Category,,,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2800,,,,26029,1,0.6199996521999708,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2801,,,,26025,5,3.0936063918660826,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2802,,,,26020,10,6.152918796873376,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2803,,,,26015,15,8.977191408497855,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2804,,,,26010,20,11.198707565639417,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2805,,,,26000,30,13.602546942668546,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2806,,,,25990,40,3.884616636680275,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2807,,,,25980,50,0.9881430464395836,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2808,,,,25970,60,0.3256320637717435,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2809,,,,25960,70,0.2311591232245416,Category,,,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2810,,,,26029,1,0.1417467409914701,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2811,,,,26025,5,0.6461404009246079,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2812,,,,26020,10,1.2417628565621321,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2813,,,,26015,15,1.7964181213940205,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2814,,,,26010,20,2.3217462338382235,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2815,,,,26000,30,3.296682435637406,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2816,,,,25990,40,3.2187857924365364,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2817,,,,25980,50,3.0684329743724184,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2818,,,,25970,60,2.9285131692456057,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2819,,,,25960,70,2.8796743798566724,Category,,,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2820,,,,26029,1,0.007032475853631079,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2821,,,,26025,5,0.033475065741412506,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2822,,,,26020,10,0.061354594067304105,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2823,,,,26015,15,0.08441520896584798,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2824,,,,26010,20,0.10448890687150994,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2825,,,,26000,30,0.13290481986666217,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2826,,,,25990,40,0.12715599248248224,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2827,,,,25980,50,0.12556899239778077,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2828,,,,25970,60,0.12864539034846476,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2829,,,,25960,70,0.1318287583556227,Category,,,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2830,,,,26029,1,0.018355841093509687,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2831,,,,26025,5,0.07236431503195691,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2832,,,,26020,10,0.12859635846769188,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2833,,,,26015,15,0.16413316901296257,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2834,,,,26010,20,0.18998958569008628,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2835,,,,26000,30,0.22841285495728061,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2836,,,,25990,40,0.18895552671679994,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2837,,,,25980,50,0.18192571719700404,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2838,,,,25970,60,0.18548547347733668,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2839,,,,25960,70,0.18851344917432075,Category,,,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2840,,,,26029,1,0.005774435681553666,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2841,,,,26025,5,0.02662261811082728,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2842,,,,26020,10,0.05012660585665513,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2843,,,,26015,15,0.07337717585394908,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2844,,,,26010,20,0.09663137870091336,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2845,,,,26000,30,0.14315064980222808,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2846,,,,25990,40,0.17629840945323494,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2847,,,,25980,50,0.20273930024331588,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2848,,,,25970,60,0.22653053113676672,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2849,,,,25960,70,0.2355828551364033,Category,,,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2850,,,,26029,1,0.005346294471439889,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2851,,,,26025,5,0.024675201445670224,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2852,,,,26020,10,0.045920892850377724,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2853,,,,26015,15,0.06634320276135916,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2854,,,,26010,20,0.08585193788419211,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2855,,,,26000,30,0.12167774511669929,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2856,,,,25990,40,0.14070620411753473,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2857,,,,25980,50,0.1513198216050867,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2858,,,,25970,60,0.16260802048004533,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2859,,,,25960,70,0.16691032407091802,Category,,,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2860,,,,26029,1,0.6199996521999708,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2861,,,,26025,5,3.0936063918660826,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2862,,,,26020,10,6.152918796873376,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2863,,,,26015,15,8.977191408497855,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2864,,,,26010,20,11.198707565639417,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2865,,,,26000,30,13.602546942668546,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2866,,,,25990,40,3.884616636680275,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2867,,,,25980,50,0.9881430464395836,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2868,,,,25970,60,0.3256320637717435,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2869,,,,25960,70,0.2311591232245416,Category,,,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2870,,,,26029,1,0.007444056278348837,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2871,,,,26025,5,0.03498258454144417,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2872,,,,26020,10,0.06606465540171068,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2873,,,,26015,15,0.09483530493547226,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2874,,,,26010,20,0.12036600999656287,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2875,,,,26000,30,0.16319151950049418,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2876,,,,25990,40,0.1747422735249573,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2877,,,,25980,50,0.18146398937401595,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2878,,,,25970,60,0.19307602642218083,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2879,,,,25960,70,0.19688411265073924,Category,,,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2880,,,,26029,1,0.5340383328234042,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2881,,,,26025,5,2.659844860929232,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2882,,,,26020,10,5.288449490318673,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2883,,,,26015,15,7.733473332014474,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2884,,,,26010,20,9.779396821054204,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2885,,,,26000,30,12.469039575983448,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2886,,,,25990,40,4.990919034196107,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2887,,,,25980,50,1.9679686469850868,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2888,,,,25970,60,0.8688664871322572,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2889,,,,25960,70,0.6431026170261829,,Feature,,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2890,,,,26029,1,0.45968341254742456,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2891,,,,26025,5,2.297232242058669,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2892,,,,26020,10,4.579015966406044,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2893,,,,26015,15,6.779563701191217,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2894,,,,26010,20,8.780417616238129,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2895,,,,26000,30,11.858528971345654,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2896,,,,25990,40,5.558032930275123,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2897,,,,25980,50,2.133990121860169,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2898,,,,25970,60,0.8967026372196326,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2899,,,,25960,70,0.6477239993860784,,,Feature,,,,,,,,,,Category,,,,,,,,,,,,Subject,
2900,,,,26029,1,0.00825701564951124,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2901,,,,26025,5,0.03768254474237763,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2902,,,,26020,10,0.07024709491570577,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2903,,,,26015,15,0.09868014371264903,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2904,,,,26010,20,0.12384196327203195,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2905,,,,26000,30,0.1707372746561663,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2906,,,,25990,40,0.18259896208306442,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2907,,,,25980,50,0.18576890364449897,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2908,,,,25970,60,0.18951921682393602,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
2909,,,,25960,70,0.19151400849086125,,,,Feature,,,,,,,,,Category,,,,,,,,,,,,Subject,
