,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,lady belfield,lucilla,mr. stanley,sir john
1228,,,,24773,60,0.3936044013891247,Category,,,,,,,Feature,,,,,,,,,,Subject
1229,,,,24763,70,0.40066395585724185,Category,,,,,,,Feature,,,,,,,,,,Subject
1230,,,,24832,1,0.7683152147237602,Category,,,,,,,,Feature,,,,,,,,,Subject
1231,,,,24828,5,3.820247107464501,Category,,,,,,,,Feature,,,,,,,,,Subject
1232,,,,24823,10,7.594776922365674,Category,,,,,,,,Feature,,,,,,,,,Subject
1233,,,,24818,15,10.894428566584834,Category,,,,,,,,Feature,,,,,,,,,Subject
1234,,,,24813,20,12.956700047127773,Category,,,,,,,,Feature,,,,,,,,,Subject
1235,,,,24803,30,14.313743378795847,Category,,,,,,,,Feature,,,,,,,,,Subject
1236,,,,24793,40,2.4829975065180765,Category,,,,,,,,Feature,,,,,,,,,Subject
1237,,,,24783,50,0.589337785125994,Category,,,,,,,,Feature,,,,,,,,,Subject
1238,,,,24773,60,0.20544547417346318,Category,,,,,,,,Feature,,,,,,,,,Subject
1239,,,,24763,70,0.13466719005019284,Category,,,,,,,,Feature,,,,,,,,,Subject
1240,,,,24832,1,0.011073081165250877,Category,,,,,,,,,Feature,,,,,,,,Subject
1241,,,,24828,5,0.05535969495048256,Category,,,,,,,,,Feature,,,,,,,,Subject
1242,,,,24823,10,0.11070499620194307,Category,,,,,,,,,Feature,,,,,,,,Subject
1243,,,,24818,15,0.1650571951346571,Category,,,,,,,,,Feature,,,,,,,,Subject
1244,,,,24813,20,0.21872945598802482,Category,,,,,,,,,Feature,,,,,,,,Subject
1245,,,,24803,30,0.32371378858621136,Category,,,,,,,,,Feature,,,,,,,,Subject
1246,,,,24793,40,0.38447288695126913,Category,,,,,,,,,Feature,,,,,,,,Subject
1247,,,,24783,50,0.42199585261744227,Category,,,,,,,,,Feature,,,,,,,,Subject
1248,,,,24773,60,0.4528435959246534,Category,,,,,,,,,Feature,,,,,,,,Subject
1249,,,,24763,70,0.46477812747999403,Category,,,,,,,,,Feature,,,,,,,,Subject
1250,,,,24832,1,0.009439512443566667,Category,,,,,,,,,,Feature,,,,,,,Subject
1251,,,,24828,5,0.04663829369523022,Category,,,,,,,,,,Feature,,,,,,,Subject
1252,,,,24823,10,0.09289013749617328,Category,,,,,,,,,,Feature,,,,,,,Subject
1253,,,,24818,15,0.13913707544325774,Category,,,,,,,,,,Feature,,,,,,,Subject
1254,,,,24813,20,0.18460594842950784,Category,,,,,,,,,,Feature,,,,,,,Subject
1255,,,,24803,30,0.2713581046229793,Category,,,,,,,,,,Feature,,,,,,,Subject
1256,,,,24793,40,0.31974433993445034,Category,,,,,,,,,,Feature,,,,,,,Subject
1257,,,,24783,50,0.34712609678528955,Category,,,,,,,,,,Feature,,,,,,,Subject
1258,,,,24773,60,0.3678653778223282,Category,,,,,,,,,,Feature,,,,,,,Subject
1259,,,,24763,70,0.3765348915892887,Category,,,,,,,,,,Feature,,,,,,,Subject
1260,,,,24832,1,0.9646048827824597,Category,,,,,,,,,,,Feature,,,,,,Subject
1261,,,,24828,5,4.7437575029754235,Category,,,,,,,,,,,Feature,,,,,,Subject
1262,,,,24823,10,9.412173678284198,Category,,,,,,,,,,,Feature,,,,,,Subject
1263,,,,24818,15,13.18308828268078,Category,,,,,,,,,,,Feature,,,,,,Subject
1264,,,,24813,20,14.285916672449465,Category,,,,,,,,,,,Feature,,,,,,Subject
1265,,,,24803,30,14.56077851289864,Category,,,,,,,,,,,Feature,,,,,,Subject
1266,,,,24793,40,0.9568635395808325,Category,,,,,,,,,,,Feature,,,,,,Subject
1267,,,,24783,50,0.19552733370954042,Category,,,,,,,,,,,Feature,,,,,,Subject
1268,,,,24773,60,0.049846354143710525,Category,,,,,,,,,,,Feature,,,,,,Subject
1269,,,,24763,70,0.031086109525997163,Category,,,,,,,,,,,Feature,,,,,,Subject
1270,,,,24832,1,0.47228046294136705,,Feature,,,,,,,,,,,Category,,,,,Subject
1271,,,,24828,5,2.351417456273488,,Feature,,,,,,,,,,,Category,,,,,Subject
1272,,,,24823,10,4.674350147872688,,Feature,,,,,,,,,,,Category,,,,,Subject
1273,,,,24818,15,6.877932074477507,,Feature,,,,,,,,,,,Category,,,,,Subject
1274,,,,24813,20,8.828247433007997,,Feature,,,,,,,,,,,Category,,,,,Subject
1275,,,,24803,30,11.70432969506893,,Feature,,,,,,,,,,,Category,,,,,Subject
1276,,,,24793,40,5.6331081355618515,,Feature,,,,,,,,,,,Category,,,,,Subject
1277,,,,24783,50,2.501843821869821,,Feature,,,,,,,,,,,Category,,,,,Subject
1278,,,,24773,60,1.156178111052559,,Feature,,,,,,,,,,,Category,,,,,Subject
1279,,,,24763,70,0.8702056843396812,,Feature,,,,,,,,,,,Category,,,,,Subject
1280,,,,24832,1,0.25520086421590515,,,Feature,,,,,,,,,,Category,,,,,Subject
1281,,,,24828,5,1.2713417845275845,,,Feature,,,,,,,,,,Category,,,,,Subject
1282,,,,24823,10,2.532731876726804,,,Feature,,,,,,,,,,Category,,,,,Subject
1283,,,,24818,15,3.7677860030068766,,,Feature,,,,,,,,,,Category,,,,,Subject
1284,,,,24813,20,4.951850033615448,,,Feature,,,,,,,,,,Category,,,,,Subject
1285,,,,24803,30,7.119002311080851,,,Feature,,,,,,,,,,Category,,,,,Subject
1286,,,,24793,40,5.761382272100781,,,Feature,,,,,,,,,,Category,,,,,Subject
1287,,,,24783,50,4.2008148932831455,,,Feature,,,,,,,,,,Category,,,,,Subject
1288,,,,24773,60,3.0194098565911554,,,Feature,,,,,,,,,,Category,,,,,Subject
1289,,,,24763,70,2.645203508166727,,,Feature,,,,,,,,,,Category,,,,,Subject
1290,,,,24832,1,0.17251898831616988,,,,Feature,,,,,,,,,Category,,,,,Subject
1291,,,,24828,5,0.857835662870335,,,,Feature,,,,,,,,,Category,,,,,Subject
1292,,,,24823,10,1.7081409180713258,,,,Feature,,,,,,,,,Category,,,,,Subject
1293,,,,24818,15,2.5428789231620867,,,,Feature,,,,,,,,,Category,,,,,Subject
1294,,,,24813,20,3.35950820366787,,,,Feature,,,,,,,,,Category,,,,,Subject
1295,,,,24803,30,4.90178976795361,,,,Feature,,,,,,,,,Category,,,,,Subject
1296,,,,24793,40,4.62908193408329,,,,Feature,,,,,,,,,Category,,,,,Subject
1297,,,,24783,50,3.9875635843519626,,,,Feature,,,,,,,,,Category,,,,,Subject
1298,,,,24773,60,3.391488108177493,,,,Feature,,,,,,,,,Category,,,,,Subject
1299,,,,24763,70,3.161881552178192,,,,Feature,,,,,,,,,Category,,,,,Subject
1300,,,,24832,1,0.3687366388980359,,,,,Feature,,,,,,,,Category,,,,,Subject
1301,,,,24828,5,1.836006461542987,,,,,Feature,,,,,,,,Category,,,,,Subject
1302,,,,24823,10,3.6507051152086727,,,,,Feature,,,,,,,,Category,,,,,Subject
1303,,,,24818,15,5.397118098617998,,,,,Feature,,,,,,,,Category,,,,,Subject
1304,,,,24813,20,7.005843876016959,,,,,Feature,,,,,,,,Category,,,,,Subject
1305,,,,24803,30,9.694624852559812,,,,,Feature,,,,,,,,Category,,,,,Subject
1306,,,,24793,40,6.1890809558436315,,,,,Feature,,,,,,,,Category,,,,,Subject
1307,,,,24783,50,3.524671833817667,,,,,Feature,,,,,,,,Category,,,,,Subject
1308,,,,24773,60,1.9935199334061584,,,,,Feature,,,,,,,,Category,,,,,Subject
1309,,,,24763,70,1.6027996810202672,,,,,Feature,,,,,,,,Category,,,,,Subject
1310,,,,24832,1,0.2387209488279438,,,,,,Feature,,,,,,,Category,,,,,Subject
1311,,,,24828,5,1.1922568523990633,,,,,,Feature,,,,,,,Category,,,,,Subject
1312,,,,24823,10,2.3758770449392768,,,,,,Feature,,,,,,,Category,,,,,Subject
1313,,,,24818,15,3.5385033525423366,,,,,,Feature,,,,,,,Category,,,,,Subject
1314,,,,24813,20,4.666860863345024,,,,,,Feature,,,,,,,Category,,,,,Subject
1315,,,,24803,30,6.768882108356711,,,,,,Feature,,,,,,,Category,,,,,Subject
1316,,,,24793,40,5.636631404490772,,,,,,Feature,,,,,,,Category,,,,,Subject
1317,,,,24783,50,4.185654953188391,,,,,,Feature,,,,,,,Category,,,,,Subject
1318,,,,24773,60,3.13070509565949,,,,,,Feature,,,,,,,Category,,,,,Subject
1319,,,,24763,70,2.8033073527963714,,,,,,Feature,,,,,,,Category,,,,,Subject
1320,,,,24832,1,0.17399457766472237,,,,,,,Feature,,,,,,Category,,,,,Subject
1321,,,,24828,5,0.8652600911449293,,,,,,,Feature,,,,,,Category,,,,,Subject
1322,,,,24823,10,1.7226435157061597,,,,,,,Feature,,,,,,Category,,,,,Subject
1323,,,,24818,15,2.564453345749333,,,,,,,Feature,,,,,,Category,,,,,Subject
1324,,,,24813,20,3.38619169805265,,,,,,,Feature,,,,,,Category,,,,,Subject
1325,,,,24803,30,4.939618670430407,,,,,,,Feature,,,,,,Category,,,,,Subject
1326,,,,24793,40,4.669441263106948,,,,,,,Feature,,,,,,Category,,,,,Subject
1327,,,,24783,50,4.016717072427767,,,,,,,Feature,,,,,,Category,,,,,Subject
1328,,,,24773,60,3.3934211295239955,,,,,,,Feature,,,,,,Category,,,,,Subject
1329,,,,24763,70,3.1501965530026736,,,,,,,Feature,,,,,,Category,,,,,Subject
1330,,,,24832,1,0.36858700993354543,,,,,,,,Feature,,,,,Category,,,,,Subject
1331,,,,24828,5,1.8349128425915366,,,,,,,,Feature,,,,,Category,,,,,Subject
1332,,,,24823,10,3.6481783472666276,,,,,,,,Feature,,,,,Category,,,,,Subject
1333,,,,24818,15,5.39252486124283,,,,,,,,Feature,,,,,Category,,,,,Subject
1334,,,,24813,20,6.997105099837767,,,,,,,,Feature,,,,,Category,,,,,Subject
1335,,,,24803,30,9.675383175699505,,,,,,,,Feature,,,,,Category,,,,,Subject
1336,,,,24793,40,6.1715273969057325,,,,,,,,Feature,,,,,Category,,,,,Subject
1337,,,,24783,50,3.5240076108715894,,,,,,,,Feature,,,,,Category,,,,,Subject
1338,,,,24773,60,2.0140500253478937,,,,,,,,Feature,,,,,Category,,,,,Subject
1339,,,,24763,70,1.6332412434396364,,,,,,,,Feature,,,,,Category,,,,,Subject
1340,,,,24832,1,0.2550203649015478,,,,,,,,,Feature,,,,Category,,,,,Subject
1341,,,,24828,5,1.2704114814055234,,,,,,,,,Feature,,,,Category,,,,,Subject
1342,,,,24823,10,2.5308836850671037,,,,,,,,,Feature,,,,Category,,,,,Subject
1343,,,,24818,15,3.7650356134743346,,,,,,,,,Feature,,,,Category,,,,,Subject
1344,,,,24813,20,4.947891630943169,,,,,,,,,Feature,,,,Category,,,,,Subject
1345,,,,24803,30,7.113983014898781,,,,,,,,,Feature,,,,Category,,,,,Subject
1346,,,,24793,40,5.749715210950399,,,,,,,,,Feature,,,,Category,,,,,Subject
1347,,,,24783,50,4.192947713606869,,,,,,,,,Feature,,,,Category,,,,,Subject
1348,,,,24773,60,3.0183849928827615,,,,,,,,,Feature,,,,Category,,,,,Subject
1349,,,,24763,70,2.645412812751696,,,,,,,,,Feature,,,,Category,,,,,Subject
1350,,,,24832,1,0.6803623971236696,,,,,,,,,,Feature,,,Category,,,,,Subject
1351,,,,24828,5,3.365039906105984,,,,,,,,,,Feature,,,Category,,,,,Subject
1352,,,,24823,10,6.667668913362997,,,,,,,,,,Feature,,,Category,,,,,Subject
1353,,,,24818,15,9.591418975104109,,,,,,,,,,Feature,,,Category,,,,,Subject
1354,,,,24813,20,11.63359061832389,,,,,,,,,,Feature,,,Category,,,,,Subject
1355,,,,24803,30,13.616274567206714,,,,,,,,,,Feature,,,Category,,,,,Subject
1356,,,,24793,40,3.80466802074803,,,,,,,,,,Feature,,,Category,,,,,Subject
1357,,,,24783,50,1.3057326415991461,,,,,,,,,,Feature,,,Category,,,,,Subject
1358,,,,24773,60,0.5281256781239678,,,,,,,,,,Feature,,,Category,,,,,Subject
1359,,,,24763,70,0.3682211055474199,,,,,,,,,,Feature,,,Category,,,,,Subject
1360,,,,24832,1,0.4746885810063518,,,,,,,,,,,Feature,,Category,,,,,Subject
1361,,,,24828,5,2.3638588518303876,,,,,,,,,,,Feature,,Category,,,,,Subject
1362,,,,24823,10,4.699573103891199,,,,,,,,,,,Feature,,Category,,,,,Subject
1363,,,,24818,15,6.914583360298401,,,,,,,,,,,Feature,,Category,,,,,Subject
1364,,,,24813,20,8.87639047915636,,,,,,,,,,,Feature,,Category,,,,,Subject
1365,,,,24803,30,11.75764078954168,,,,,,,,,,,Feature,,Category,,,,,Subject
1366,,,,24793,40,5.6165197929427,,,,,,,,,,,Feature,,Category,,,,,Subject
1367,,,,24783,50,2.471595026723964,,,,,,,,,,,Feature,,Category,,,,,Subject
1368,,,,24773,60,1.114344766880759,,,,,,,,,,,Feature,,Category,,,,,Subject
1369,,,,24763,70,0.8246382886561517,,,,,,,,,,,Feature,,Category,,,,,Subject
1370,,,,24832,1,0.003251644106068807,,,,,,,,,,,,Feature,Category,,,,,Subject
1371,,,,24828,5,0.015252311420029929,,,,,,,,,,,,Feature,Category,,,,,Subject
1372,,,,24823,10,0.02870251650277989,,,,,,,,,,,,Feature,Category,,,,,Subject
1373,,,,24818,15,0.04130858332440061,,,,,,,,,,,,Feature,Category,,,,,Subject
1374,,,,24813,20,0.05383929371145951,,,,,,,,,,,,Feature,Category,,,,,Subject
1375,,,,24803,30,0.07891163394532202,,,,,,,,,,,,Feature,Category,,,,,Subject
1376,,,,24793,40,0.09579626538482737,,,,,,,,,,,,Feature,Category,,,,,Subject
1377,,,,24783,50,0.10969058695978309,,,,,,,,,,,,Feature,Category,,,,,Subject
1378,,,,24773,60,0.12244967951089777,,,,,,,,,,,,Feature,Category,,,,,Subject
1379,,,,24763,70,0.12735626182915014,,,,,,,,,,,,Feature,Category,,,,,Subject
