,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,baronet,bellamy,camilla,doctor,dr. marchmont,dr. orkborne,edgar,friend,gentleman,jacob,major cerwood,mandlebert,mary,melmond,miss margland,mr. dubster,mr. tyrold,mrs. arlbery,mrs. berlinton,mrs. mittin,mrs. tyrold,my dear,sir hugh,sir sedley
199,Subject,,,64536,70,0.3728666046465383,,,,,,,,,Feature,,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
200,Subject,,,64605,1,0.47866025800145195,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
201,Subject,,,64601,5,2.392503403430598,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
202,Subject,,,64596,10,4.7771483767924625,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
203,Subject,,,64591,15,7.110565188949794,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
204,Subject,,,64586,20,9.289133406884782,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
205,Subject,,,64576,30,12.699536591390293,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
206,Subject,,,64566,40,5.607863007850045,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
207,Subject,,,64556,50,2.11964320188565,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
208,Subject,,,64546,60,0.8185431118605154,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
209,Subject,,,64536,70,0.5641020630646011,,,,,,,,,,Feature,,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
210,Subject,,,64605,1,0.6771937420050818,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
211,Subject,,,64601,5,3.3850082685939524,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
212,Subject,,,64596,10,6.75698839187138,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
213,Subject,,,64591,15,9.979447675538498,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
214,Subject,,,64586,20,12.617605832757338,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
215,Subject,,,64576,30,15.279791312907868,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
216,Subject,,,64566,40,3.1623173284734856,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
217,Subject,,,64556,50,0.6056579122889982,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
218,Subject,,,64546,60,0.1321364581975663,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
219,Subject,,,64536,70,0.07760287051212861,,,,,,,,,,,Feature,,Category,,,,,,,,,,,,,,,,,,,,,,,,,
220,Subject,,,64605,1,0.509112299883283,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
221,Subject,,,64601,5,2.544125867843972,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
222,Subject,,,64596,10,5.077291575327269,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
223,Subject,,,64591,15,7.532907110629534,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
224,Subject,,,64586,20,9.769810544462139,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
225,Subject,,,64576,30,13.087126905371754,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
226,Subject,,,64566,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
227,Subject,,,64556,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
228,Subject,,,64546,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
229,Subject,,,64536,70,0.5514910139525522,,,,,,,,,,,,Feature,Category,,,,,,,,,,,,,,,,,,,,,,,,,
230,,Category,Feature,64605,1,0.15427705871322803,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
231,,Category,Feature,64601,5,0.6669255297883937,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
232,,Category,Feature,64596,10,1.2425529876839616,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
233,,Category,Feature,64591,15,1.746899929950213,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
234,,Category,Feature,64586,20,2.1809797922161356,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
235,,Category,Feature,64576,30,2.901169859241782,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
236,,Category,Feature,64566,40,2.39635203313226,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
237,,Category,Feature,64556,50,2.2403956614985203,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
238,,Category,Feature,64546,60,2.185228099255224,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
239,,Category,Feature,64536,70,2.171638105079723,,,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,64605,1,0.509112299883283,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,64601,5,2.544125867843972,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,64596,10,5.077291575327269,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,64591,15,7.532907110629534,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,64586,20,9.769810544462139,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,64576,30,13.087126905371754,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,64566,40,0.0,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,64556,50,0.0,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,64546,60,0.0,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,64536,70,0.5514910139525522,Category,Feature,,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,64605,1,0.45743278304126517,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,64601,5,2.280294356002641,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,64596,10,4.546263813112236,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,64591,15,6.740985178668688,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
254,,,,64586,20,8.765372115969967,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,64576,30,11.959258720742506,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,64566,40,5.9409829577787,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,64556,50,2.7530591919422744,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,64546,60,1.3379126621198616,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,64536,70,1.0064890327833451,Category,,Feature,,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,64605,1,0.05769972714510811,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,64601,5,0.26461973390093796,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
262,,,,64596,10,0.5060954031992149,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,64591,15,0.7355565449141183,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
264,,,,64586,20,0.9557548831548287,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,64576,30,1.3722801106941127,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,64566,40,1.4492312538064387,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,64556,50,1.4913145983343317,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,64546,60,1.5261745706384235,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,64536,70,1.5386439237962966,Category,,,Feature,,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,64605,1,0.00990951720411904,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,64601,5,0.04783060809330616,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,64596,10,0.09464877341906516,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,64591,15,0.1410960500861531,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,64586,20,0.1872208785551374,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,64576,30,0.27834631956507655,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,64566,40,0.3364340866448024,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,64556,50,0.37568108692704144,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,64546,60,0.41196282901319936,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,64536,70,0.4258283122380681,Category,,,,Feature,,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,64605,1,0.0913797011681306,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,64601,5,0.406918801384944,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,64596,10,0.7655705192671297,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
283,,,,64591,15,1.0948302555418163,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
284,,,,64586,20,1.400912397360347,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,64576,30,1.9614136710630656,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,64566,40,1.901225997177065,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,64556,50,1.8783600732997838,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,64546,60,1.8786195229727762,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,64536,70,1.8808067826729293,Category,,,,,Feature,,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,64605,1,0.013744114592293119,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,64601,5,0.06610445520192995,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,64596,10,0.13007647482987164,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,64591,15,0.19362056579647172,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,64586,20,0.2563344130252852,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,64576,30,0.38085367120108626,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,64566,40,0.459607241379316,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,64556,50,0.5135472041351619,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,64546,60,0.5609927899379772,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,64536,70,0.577560177571498,Category,,,,,,Feature,,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,64605,1,0.015664616755575348,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,64601,5,0.07459728699608298,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,64596,10,0.14442809298321369,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,64591,15,0.2119094861650127,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,64586,20,0.278211469398084,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,64576,30,0.40645891045844756,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,64566,40,0.4745426731251308,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,64556,50,0.5220562424503253,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
308,,,,64546,60,0.5633552448171667,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,64536,70,0.5792160392255664,Category,,,,,,,Feature,,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,64605,1,0.014339741367795379,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,64601,5,0.06884408290263777,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,64596,10,0.1346533501267708,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,64591,15,0.19923076508518556,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,64586,20,0.26343382909815616,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,64576,30,0.39142843251847903,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,64566,40,0.46901911344218533,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,64556,50,0.5211839649969356,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,64546,60,0.5662459409373971,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
319,,,,64536,70,0.5833350764957684,Category,,,,,,,,Feature,,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,64605,1,0.012082351342150672,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,64601,5,0.05875514208340851,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,64596,10,0.11597574115887321,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,64591,15,0.17245842994598154,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,64586,20,0.22890841697106573,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,64576,30,0.3403804744139267,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,64566,40,0.41076820217927446,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,64556,50,0.45760743937764725,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,64546,60,0.4982135179649945,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,64536,70,0.5133490766952091,Category,,,,,,,,,Feature,,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,64605,1,0.01980921366109068,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,64601,5,0.09418214094211859,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,64596,10,0.183718698078858,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,64591,15,0.2706201399417322,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,64586,20,0.3557154245008357,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,64576,30,0.5212760981126066,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,64566,40,0.6067578808324289,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,64556,50,0.6650761220026802,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,64546,60,0.7146441756824815,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,64536,70,0.7314340377491636,Category,,,,,,,,,,Feature,,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,64605,1,0.0983504320665615,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,64601,5,0.4310733769176394,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,64596,10,0.8085040020207543,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,64591,15,1.153868422953582,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,64586,20,1.4745978562265296,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,64576,30,2.058398192903668,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,64566,40,1.9717581920883276,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,64556,50,1.9390484795946827,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,64546,60,1.9406831195065801,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,64536,70,1.9438113847716036,Category,,,,,,,,,,,Feature,,Subject,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,64605,1,0.45743278304126517,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,64601,5,2.280294356002641,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,64596,10,4.546263813112236,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,64591,15,6.740985178668688,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,64586,20,8.765372115969967,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,64576,30,11.959258720742506,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,64566,40,5.9409829577787,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,64556,50,2.7530591919422744,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,64546,60,1.3379126621198616,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,64536,70,1.0064890327833451,,Feature,,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,64605,1,0.6455284969674235,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,64601,5,3.2268230313294,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,64596,10,6.442475585294199,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,64591,15,9.535148900873061,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,64586,20,12.156362030136714,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,64576,30,15.049222226690546,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,64566,40,3.4996841583913105,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,64556,50,0.7333604956039984,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,64546,60,0.16312422116174177,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,64536,70,0.08779066855714285,,,Feature,,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,64605,1,0.9987143830338496,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,64601,5,4.990618841082297,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,64596,10,9.967140001673183,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,64591,15,14.550483581772196,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,64586,20,15.915514395420555,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,64576,30,15.978555602814177,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,64566,40,0.04208766682392609,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,64556,50,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,64546,60,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,64536,70,0.0,,,,Feature,,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,64605,1,0.3610323105507279,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,64601,5,1.8033697283782535,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,64596,10,3.5993512003969803,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,64591,15,5.358791533093444,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,64586,20,7.031630817454958,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,64576,30,9.954307607750042,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,64566,40,6.27715279558518,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,64556,50,3.587188750562174,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,64546,60,2.071540314259377,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,64536,70,1.6813106783154872,,,,,Feature,,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,64605,1,0.769355051504484,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,64601,5,3.8462843772315334,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,64596,10,7.68065878234632,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,64591,15,11.305443906631698,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,64586,20,14.007341484529812,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,64576,30,15.83676442400043,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,64566,40,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,64556,50,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,64546,60,0.0,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,64536,70,0.005128698472091178,,,,,,Feature,,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,64605,1,0.5462687611580878,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,64601,5,2.724770600585545,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,64596,10,5.43352881402762,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,64591,15,8.041338177765814,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,64586,20,10.347929766438023,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,64576,30,13.566531835210482,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,64566,40,5.09221311371848,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,64556,50,1.776183691914624,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,64546,60,0.6812149126599047,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,64536,70,0.4847325157496428,,,,,,,Feature,,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,64605,1,0.5800604465157373,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,64601,5,2.896722169261803,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,64596,10,5.779342367116248,,,,,,,,Feature,,,,,Category,Subject,,,,,,,,,,,,,,,,,,,,,,,,
