,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,colonel brandon,edward,elinor,lucy,mrs. dashwood,mrs. jennings,sir john
864,,,,21559,20,8.384467385004621,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
865,,,,21549,30,11.16435230712155,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
866,,,,21539,40,5.648985214652881,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
867,,,,21529,50,2.7086935774078547,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
868,,,,21519,60,1.3875693654500687,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
869,,,,21509,70,1.0846537926019664,,,,,,,Feature,,,,,,Category,,,Subject,,,,,
870,,,,21578,1,0.5803515495969471,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
871,,,,21574,5,2.9000902826588444,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
872,,,,21569,10,5.768948746497444,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
873,,,,21564,15,8.428164213939995,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
874,,,,21559,20,10.592163861564766,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
875,,,,21549,30,13.120469412393467,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
876,,,,21539,40,4.163301643312365,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
877,,,,21529,50,1.2581487818003907,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
878,,,,21519,60,0.36572351992986396,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
879,,,,21509,70,0.2144070774449436,,,,,,,,Feature,,,,,Category,,,Subject,,,,,
880,,,,21578,1,0.4614880620659364,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
881,,,,21574,5,2.30255345187203,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
882,,,,21569,10,4.573786151995147,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
883,,,,21564,15,6.710477980316735,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
884,,,,21559,20,8.591369051420282,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
885,,,,21549,30,11.36494001181261,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
886,,,,21539,40,5.497385189897236,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
887,,,,21529,50,2.5464391514429865,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
888,,,,21519,60,1.3430980795414762,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
889,,,,21509,70,1.0626506898403,,,,,,,,,Feature,,,,Category,,,Subject,,,,,
890,,,,21578,1,0.4296235189783745,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
891,,,,21574,5,2.146649117987829,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
892,,,,21569,10,4.278591671005858,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
893,,,,21564,15,6.3323593972894425,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
894,,,,21559,20,8.220773254566756,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
895,,,,21549,30,11.169209178596992,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
896,,,,21539,40,5.762070768103653,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
897,,,,21529,50,2.5664417925989778,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
898,,,,21519,60,1.1264371015158627,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
899,,,,21509,70,0.7986243560066982,,,,,,,,,,Feature,,,Category,,,Subject,,,,,
900,,,,21578,1,0.6735412911831373,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
901,,,,21574,5,3.3671838225813757,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
902,,,,21569,10,6.702200324006938,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
903,,,,21564,15,9.743060015944865,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
904,,,,21559,20,12.039113592423838,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
905,,,,21549,30,14.02226319314986,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
906,,,,21539,40,2.79427253507009,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
907,,,,21529,50,0.4752737750166491,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
908,,,,21519,60,0.09490624252593854,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
909,,,,21509,70,0.05079172265136847,,,,,,,,,,,Feature,,Category,,,Subject,,,,,
910,,,,21578,1,0.4190590175591459,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
911,,,,21574,5,2.093084329592276,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
912,,,,21569,10,4.164449608408475,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
913,,,,21564,15,6.154437409866916,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
914,,,,21559,20,7.9727591392213135,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
915,,,,21549,30,10.790526531497061,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
916,,,,21539,40,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
917,,,,21529,50,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
918,,,,21519,60,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
919,,,,21509,70,1.0305761718513669,,,,,,,,,,,,Feature,Category,,,Subject,,,,,
920,,Category,Feature,21578,1,0.5803515495969471,,,,,,,,,,,,,,,,,Subject,,,,
921,,Category,Feature,21574,5,2.9000902826588444,,,,,,,,,,,,,,,,,Subject,,,,
922,,Category,Feature,21569,10,5.768948746497444,,,,,,,,,,,,,,,,,Subject,,,,
923,,Category,Feature,21564,15,8.428164213939995,,,,,,,,,,,,,,,,,Subject,,,,
924,,Category,Feature,21559,20,10.592163861564766,,,,,,,,,,,,,,,,,Subject,,,,
925,,Category,Feature,21549,30,13.120469412393467,,,,,,,,,,,,,,,,,Subject,,,,
926,,Category,Feature,21539,40,4.163301643312365,,,,,,,,,,,,,,,,,Subject,,,,
927,,Category,Feature,21529,50,1.2581487818003907,,,,,,,,,,,,,,,,,Subject,,,,
928,,Category,Feature,21519,60,0.36572351992986396,,,,,,,,,,,,,,,,,Subject,,,,
929,,Category,Feature,21509,70,0.2144070774449436,,,,,,,,,,,,,,,,,Subject,,,,
930,,,,21578,1,0.4188999963170874,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
931,,,,21574,5,2.092311915890047,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
932,,,,21569,10,4.16293698934264,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
933,,,,21564,15,6.152429573387793,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
934,,,,21559,20,7.9698858130061545,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
935,,,,21549,30,10.788609602659504,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
936,,,,21539,40,0.0,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
937,,,,21529,50,0.0,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
938,,,,21519,60,0.0,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
939,,,,21509,70,1.0305761718513669,Category,Feature,,,,,,,,,,,,,,,Subject,,,,
940,,,,21578,1,0.4614880620659364,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
941,,,,21574,5,2.30255345187203,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
942,,,,21569,10,4.573786151995147,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
943,,,,21564,15,6.710477980316735,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
944,,,,21559,20,8.591369051420282,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
945,,,,21549,30,11.36494001181261,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
946,,,,21539,40,5.497385189897236,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
947,,,,21529,50,2.5464391514429865,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
948,,,,21519,60,1.3430980795414762,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
949,,,,21509,70,1.0626506898403,Category,,Feature,,,,,,,,,,,,,,Subject,,,,
950,,,,21578,1,0.2554971949705433,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
951,,,,21574,5,1.2218559654414447,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
952,,,,21569,10,2.3661591197222256,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
953,,,,21564,15,3.4051068548758328,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
954,,,,21559,20,4.302343498409585,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
955,,,,21549,30,5.73906678100745,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
956,,,,21539,40,4.248039274662067,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
957,,,,21529,50,3.4711699529786517,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
958,,,,21519,60,3.0290489874046385,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
959,,,,21509,70,2.8916281343184367,Category,,,Feature,,,,,,,,,,,,,Subject,,,,
960,,,,21578,1,0.010675105825835371,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
961,,,,21574,5,0.05254962023634885,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
962,,,,21569,10,0.10211147575860953,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
963,,,,21564,15,0.14909332534798583,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
964,,,,21559,20,0.19227908624189255,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
965,,,,21549,30,0.2772233682221217,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
966,,,,21539,40,0.3179124394184695,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
967,,,,21529,50,0.33142838933445146,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
968,,,,21519,60,0.331683344169813,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
969,,,,21509,70,0.3254120163713245,Category,,,,Feature,,,,,,,,,,,,Subject,,,,
970,,,,21578,1,0.36791627263616095,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
971,,,,21574,5,1.703243978603283,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
972,,,,21569,10,3.2391423091025247,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
973,,,,21564,15,4.54209152812002,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
974,,,,21559,20,5.523759050331746,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
975,,,,21549,30,6.9015584653838635,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
976,,,,21539,40,4.3240624737682225,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
977,,,,21529,50,3.4905448514435444,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
978,,,,21519,60,3.0506326535438277,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
979,,,,21509,70,2.909743686776658,Category,,,,,Feature,,,,,,,,,,,Subject,,,,
980,,,,21578,1,0.06442742161029698,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
981,,,,21574,5,0.31885833672500835,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
982,,,,21569,10,0.6323706321125847,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
983,,,,21564,15,0.9415156892466262,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
984,,,,21559,20,1.243809726542336,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
985,,,,21549,30,1.8253485752840366,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
986,,,,21539,40,1.9829521796142282,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
987,,,,21529,50,1.9754572046857213,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
988,,,,21519,60,1.951425222434882,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
989,,,,21509,70,1.9445653561894096,Category,,,,,,Feature,,,,,,,,,,Subject,,,,
990,,,,21578,1,0.08784543009349771,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
991,,,,21574,5,0.4337912072169324,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
992,,,,21569,10,0.8602041138900539,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
993,,,,21564,15,1.2780619627430676,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
994,,,,21559,20,1.6865718685282063,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
995,,,,21549,30,2.46562685717018,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
996,,,,21539,40,2.5804666818613393,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
997,,,,21529,50,2.501469212184206,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
998,,,,21519,60,2.4191480906437763,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
999,,,,21509,70,2.375392137871229,Category,,,,,,,Feature,,,,,,,,,Subject,,,,
1000,,,,21578,1,0.07244844728246512,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1001,,,,21574,5,0.35135732103950024,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1002,,,,21569,10,0.6898049814125097,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1003,,,,21564,15,1.016006949520752,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1004,,,,21559,20,1.3309705063557298,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1005,,,,21549,30,1.9292864489763972,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1006,,,,21539,40,2.0391247465686364,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1007,,,,21529,50,2.026455668289714,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1008,,,,21519,60,2.016199141688965,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1009,,,,21509,70,2.014849423162812,Category,,,,,,,,Feature,,,,,,,,Subject,,,,
1010,,,,21578,1,0.0689485467552735,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1011,,,,21574,5,0.34188247607788924,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1012,,,,21569,10,0.6768126062137019,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1013,,,,21564,15,1.003899284957421,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1014,,,,21559,20,1.323002768557401,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1015,,,,21549,30,1.9360486333227833,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1016,,,,21539,40,2.117353673802229,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1017,,,,21529,50,2.1464991021737974,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1018,,,,21519,60,2.1373320510081095,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1019,,,,21509,70,2.1275942858636365,Category,,,,,,,,,Feature,,,,,,,Subject,,,,
1020,,,,21578,1,0.11634872920612588,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1021,,,,21574,5,0.5716718480487143,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1022,,,,21569,10,1.1314162134261383,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1023,,,,21564,15,1.6787301587748031,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1024,,,,21559,20,2.207514198054386,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1025,,,,21549,30,3.1900006028277637,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1026,,,,21539,40,3.142706398457842,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1027,,,,21529,50,2.887203986010472,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1028,,,,21519,60,2.68674904199801,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1029,,,,21509,70,2.6139146328272704,Category,,,,,,,,,,Feature,,,,,,Subject,,,,
1030,,,,21578,1,0.4296235189783745,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1031,,,,21574,5,2.146649117987829,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1032,,,,21569,10,4.278591671005858,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1033,,,,21564,15,6.3323593972894425,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1034,,,,21559,20,8.220773254566756,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1035,,,,21549,30,11.169209178596992,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1036,,,,21539,40,5.762070768103653,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1037,,,,21529,50,2.5664417925989778,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1038,,,,21519,60,1.1264371015158627,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1039,,,,21509,70,0.7986243560066982,Category,,,,,,,,,,,Feature,,,,,Subject,,,,
1040,,,,21578,1,0.37255387178474153,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1041,,,,21574,5,1.8571501928952248,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1042,,,,21569,10,3.693469405789378,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1043,,,,21564,15,5.45865476460773,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1044,,,,21559,20,7.081169503208351,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1045,,,,21549,30,9.753521210126046,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1046,,,,21539,40,6.039568097773146,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1047,,,,21529,50,3.5028332855396784,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1048,,,,21519,60,2.077293181378598,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1049,,,,21509,70,1.685314132872499,,Feature,,,,,,,,,,,Category,,,,Subject,,,,
1050,,,,21578,1,0.649232708804356,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1051,,,,21574,5,3.2455842714852325,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1052,,,,21569,10,6.461837665935975,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1053,,,,21564,15,9.422377792804557,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1054,,,,21559,20,11.68014060767428,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1055,,,,21549,30,13.833915066563586,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1056,,,,21539,40,3.152453831763466,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1057,,,,21529,50,0.6325232880098796,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1058,,,,21519,60,0.1471192277064991,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1059,,,,21509,70,0.08022938259074422,,,Feature,,,,,,,,,,Category,,,,Subject,,,,
1060,,,,21578,1,0.997790201574157,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1061,,,,21574,5,4.98582016867016,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1062,,,,21569,10,9.934185707717342,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1063,,,,21564,15,13.79122789111447,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1064,,,,21559,20,14.373088776457639,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1065,,,,21549,30,14.395333300897459,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1066,,,,21539,40,0.09115170341545219,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1067,,,,21529,50,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1068,,,,21519,60,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1069,,,,21509,70,0.0,,,,Feature,,,,,,,,,Category,,,,Subject,,,,
1070,,,,21578,1,0.3008092345001453,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1071,,,,21574,5,1.499912990027513,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1072,,,,21569,10,2.9850715378067374,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1073,,,,21564,15,4.42460269474047,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1074,,,,21559,20,5.780954710535097,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1075,,,,21549,30,8.150988177504043,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1076,,,,21539,40,5.94742824532465,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1077,,,,21529,50,4.010836229358873,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1078,,,,21519,60,2.679529221344968,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1079,,,,21509,70,2.285347246807395,,,,,Feature,,,,,,,,Category,,,,Subject,,,,
1080,,,,21578,1,0.7370856352328878,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1081,,,,21574,5,3.684604820676725,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1082,,,,21569,10,7.338983619241758,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1083,,,,21564,15,10.630032231356196,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1084,,,,21559,20,12.841861186480106,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1085,,,,21549,30,14.277406903684996,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1086,,,,21539,40,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1087,,,,21529,50,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1088,,,,21519,60,0.0,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1089,,,,21509,70,0.005889657182910226,,,,,,Feature,,,,,,,Category,,,,Subject,,,,
1090,,,,21578,1,0.4455281359408906,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1091,,,,21574,5,2.2230954869454935,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1092,,,,21569,10,4.425601208404959,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1093,,,,21564,15,6.519021917520446,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1094,,,,21559,20,8.384467385004621,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1095,,,,21549,30,11.16435230712155,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1096,,,,21539,40,5.648985214652881,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1097,,,,21529,50,2.7086935774078547,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1098,,,,21519,60,1.3875693654500687,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1099,,,,21509,70,1.0846537926019664,,,,,,,Feature,,,,,,Category,,,,Subject,,,,
1100,,,,21578,1,0.5803515495969471,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1101,,,,21574,5,2.9000902826588444,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1102,,,,21569,10,5.768948746497444,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1103,,,,21564,15,8.428164213939995,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1104,,,,21559,20,10.592163861564766,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1105,,,,21549,30,13.120469412393467,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1106,,,,21539,40,4.163301643312365,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1107,,,,21529,50,1.2581487818003907,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1108,,,,21519,60,0.36572351992986396,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1109,,,,21509,70,0.2144070774449436,,,,,,,,Feature,,,,,Category,,,,Subject,,,,
1110,,,,21578,1,0.46133937153763493,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1111,,,,21574,5,2.301773650727173,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1112,,,,21569,10,4.572155491497911,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1113,,,,21564,15,6.707950743155182,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1114,,,,21559,20,8.588033464993568,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1115,,,,21549,30,11.359903106197963,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1116,,,,21539,40,5.500402930743081,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1117,,,,21529,50,2.555145498712593,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1118,,,,21519,60,1.3496687349063368,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1119,,,,21509,70,1.0673176841432133,,,,,,,,,Feature,,,,Category,,,,Subject,,,,
1120,,,,21578,1,0.4294671284370901,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1121,,,,21574,5,2.1458863975591,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1122,,,,21569,10,4.277090325649128,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1123,,,,21564,15,6.329949962703932,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1124,,,,21559,20,8.21758729498189,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1125,,,,21549,30,11.165199242755898,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1126,,,,21539,40,5.761300589583635,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1127,,,,21529,50,2.5667905745765522,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1128,,,,21519,60,1.125763387932597,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1129,,,,21509,70,0.7986243560066982,,,,,,,,,,Feature,,,Category,,,,Subject,,,,
1130,,,,21578,1,0.6735412911831373,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1131,,,,21574,5,3.36721359612045,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1132,,,,21569,10,6.702268043984023,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1133,,,,21564,15,9.743003269750911,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1134,,,,21559,20,12.038811409710132,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1135,,,,21549,30,14.02235600488126,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1136,,,,21539,40,2.792828453542729,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1137,,,,21529,50,0.4752737750166491,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1138,,,,21519,60,0.09490624252593854,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1139,,,,21509,70,0.05079172265136847,,,,,,,,,,,Feature,,Category,,,,Subject,,,,
1140,,,,21578,1,0.41953584195762017,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1141,,,,21574,5,2.095424342659488,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1142,,,,21569,10,4.169156939360548,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1143,,,,21564,15,6.161485335599864,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1144,,,,21559,20,7.980659209668041,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1145,,,,21549,30,10.79730171364091,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1146,,,,21539,40,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1147,,,,21529,50,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1148,,,,21519,60,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1149,,,,21509,70,1.026308410240942,,,,,,,,,,,,Feature,Category,,,,Subject,,,,
1150,,Category,Feature,21578,1,0.20716727486588488,,,,,,,,,,,,,,,,,,Subject,,,
1151,,Category,Feature,21574,5,0.9522676893172556,,,,,,,,,,,,,,,,,,Subject,,,
1152,,Category,Feature,21569,10,1.822414613182582,,,,,,,,,,,,,,,,,,Subject,,,
1153,,Category,Feature,21564,15,2.611508132365978,,,,,,,,,,,,,,,,,,Subject,,,
