,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
2400,,,,50919,1,0.7818134514625688,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2401,,,,50915,5,3.908415617303432,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2402,,,,50910,10,7.800933303138678,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2403,,,,50905,15,11.433648860865151,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2404,,,,50900,20,13.952865865814625,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2405,,,,50890,30,15.496563972446271,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2406,,,,50880,40,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2407,,,,50870,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2408,,,,50860,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2409,,,,50850,70,0.0083954279702993,Category,,,,,,,,,,Feature,,,,,,,,,,,,Subject,
2410,,,,50919,1,0.004337191082317901,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2411,,,,50915,5,0.021324524723861243,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2412,,,,50910,10,0.04240230502696989,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2413,,,,50905,15,0.0631064341337001,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2414,,,,50900,20,0.08316386595862887,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2415,,,,50890,30,0.12272358529978206,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2416,,,,50880,40,0.1503070417807184,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2417,,,,50870,50,0.17103734316215158,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2418,,,,50860,60,0.19061222546220838,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2419,,,,50850,70,0.19807624802128643,Category,,,,,,,,,,,Feature,,,,,,,,,,,Subject,
2420,,,,50919,1,0.6207477697106032,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2421,,,,50915,5,3.102416745449759,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2422,,,,50910,10,6.188848244722429,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2423,,,,50905,15,9.135977775860104,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2424,,,,50900,20,11.620696890414486,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2425,,,,50890,30,14.498106853160968,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2426,,,,50880,40,3.8217733909380494,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2427,,,,50870,50,0.8796184401107705,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2428,,,,50860,60,0.2584048483405221,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2429,,,,50850,70,0.16197734807819775,,Feature,,,,,,,,,,,Category,,,,,,,,,,Subject,
2430,,,,50919,1,0.5147760462728886,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2431,,,,50915,5,2.56520306722158,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2432,,,,50910,10,5.1029905142418555,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2433,,,,50905,15,7.509754933866527,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2434,,,,50900,20,9.577285021624999,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2435,,,,50890,30,12.486489844784554,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2436,,,,50880,40,5.279216076631367,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2437,,,,50870,50,2.278524067263607,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2438,,,,50860,60,1.0561704175120663,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2439,,,,50850,70,0.7726551521051318,,,Feature,,,,,,,,,,Category,,,,,,,,,,Subject,
2440,,,,50919,1,0.009032259262273691,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2441,,,,50915,5,0.04366236146449387,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2442,,,,50910,10,0.08619744295988381,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2443,,,,50905,15,0.12608992526463636,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2444,,,,50900,20,0.16363710390972203,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2445,,,,50890,30,0.23547504009602765,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2446,,,,50880,40,0.2705552724336616,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2447,,,,50870,50,0.29123327043922465,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2448,,,,50860,60,0.30433841731433775,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2449,,,,50850,70,0.30837723787711707,,,,Feature,,,,,,,,,Category,,,,,,,,,,Subject,
2450,,,,50919,1,0.009638825484170239,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2451,,,,50915,5,0.04556873006643815,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2452,,,,50910,10,0.08736749393428525,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2453,,,,50905,15,0.12713305524212407,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2454,,,,50900,20,0.163881740854202,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2455,,,,50890,30,0.2323317393767011,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2456,,,,50880,40,0.25023598593832536,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2457,,,,50870,50,0.25898917808202143,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2458,,,,50860,60,0.26597595819579456,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2459,,,,50850,70,0.2697749060505588,,,,,Feature,,,,,,,,Category,,,,,,,,,,Subject,
2460,,,,50919,1,0.1953197585569178,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2461,,,,50915,5,0.8852376201223845,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2462,,,,50910,10,1.6982024958774746,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2463,,,,50905,15,2.4498387083758164,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2464,,,,50900,20,3.1442584816306445,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2465,,,,50890,30,4.396831459417757,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2466,,,,50880,40,3.9601258493020124,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2467,,,,50870,50,3.633543358784472,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2468,,,,50860,60,3.349309561354991,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2469,,,,50850,70,3.2357653511409725,,,,,,Feature,,,,,,,Category,,,,,,,,,,Subject,
2470,,,,50919,1,0.5068613536968853,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2471,,,,50915,5,2.5324537883864258,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2472,,,,50910,10,5.052197263047802,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2473,,,,50905,15,7.488434467357961,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2474,,,,50900,20,9.693128061907199,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2475,,,,50890,30,12.866049282628794,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2476,,,,50880,40,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2477,,,,50870,50,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2478,,,,50860,60,0.0,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2479,,,,50850,70,0.620376151081115,,,,,,,Feature,,,,,,Category,,,,,,,,,,Subject,
2480,,,,50919,1,0.6473479287354367,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2481,,,,50915,5,3.233599366849294,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2482,,,,50910,10,6.447170488947796,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2483,,,,50905,15,9.483314945214904,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2484,,,,50900,20,11.927941841741033,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2485,,,,50890,30,14.568210575707946,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2486,,,,50880,40,3.6323864569012008,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2487,,,,50870,50,0.9470721541030572,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2488,,,,50860,60,0.24673334761086757,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2489,,,,50850,70,0.14662643875036407,,,,,,,,Feature,,,,,Category,,,,,,,,,,Subject,
2490,,,,50919,1,0.4519003757318133,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2491,,,,50915,5,2.258688883982346,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2492,,,,50910,10,4.507641757611526,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2493,,,,50905,15,6.701251170505348,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2494,,,,50900,20,8.743521684283932,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2495,,,,50890,30,12.010835602600075,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2496,,,,50880,40,5.782702070686058,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2497,,,,50870,50,2.407368367887981,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2498,,,,50860,60,1.014427965661952,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2499,,,,50850,70,0.7249360849911856,,,,,,,,,Feature,,,,Category,,,,,,,,,,Subject,
2500,,,,50919,1,0.4519003757318133,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2501,,,,50915,5,2.258688883982346,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2502,,,,50910,10,4.507641757611526,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2503,,,,50905,15,6.701251170505348,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2504,,,,50900,20,8.743521684283932,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2505,,,,50890,30,12.010835602600075,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2506,,,,50880,40,5.782702070686058,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2507,,,,50870,50,2.407368367887981,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2508,,,,50860,60,1.014427965661952,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2509,,,,50850,70,0.7249360849911856,,,,,,,,,,Feature,,,Category,,,,,,,,,,Subject,
2510,,,,50919,1,0.01835028301806194,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2511,,,,50915,5,0.07167495229850147,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2512,,,,50910,10,0.12314975746862537,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2513,,,,50905,15,0.16435071426077322,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2514,,,,50900,20,0.1983121060026644,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2515,,,,50890,30,0.25659410123370907,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2516,,,,50880,40,0.24212262148597624,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2517,,,,50870,50,0.24291869986609924,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2518,,,,50860,60,0.24475244166238996,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2519,,,,50850,70,0.2463699667451613,,,,,,,,,,,Feature,,Category,,,,,,,,,,Subject,
2520,,,,50919,1,0.002458356035835166,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2521,,,,50915,5,0.012134705055413118,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2522,,,,50910,10,0.0234688663659163,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2523,,,,50905,15,0.034118975617730474,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2524,,,,50900,20,0.0437868172338152,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2525,,,,50890,30,0.06237439634608178,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2526,,,,50880,40,0.07435463687101558,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2527,,,,50870,50,0.08430211790380876,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2528,,,,50860,60,0.0919028059006861,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2529,,,,50850,70,0.09455895194175008,,,,,,,,,,,,Feature,Category,,,,,,,,,,Subject,
2530,,Category,Feature,50919,1,0.47043201980720106,,,,,,,,,,,,,,,,,,,,,,,,Subject
2531,,Category,Feature,50915,5,2.347162344095973,,,,,,,,,,,,,,,,,,,,,,,,Subject
2532,,Category,Feature,50910,10,4.677776711895689,,,,,,,,,,,,,,,,,,,,,,,,Subject
2533,,Category,Feature,50905,15,6.922110846171082,,,,,,,,,,,,,,,,,,,,,,,,Subject
2534,,Category,Feature,50900,20,8.94415883162379,,,,,,,,,,,,,,,,,,,,,,,,Subject
2535,,Category,Feature,50890,30,12.041771682279572,,,,,,,,,,,,,,,,,,,,,,,,Subject
2536,,Category,Feature,50880,40,5.679437941217093,,,,,,,,,,,,,,,,,,,,,,,,Subject
2537,,Category,Feature,50870,50,2.484766602341368,,,,,,,,,,,,,,,,,,,,,,,,Subject
2538,,Category,Feature,50860,60,1.1726414703037369,,,,,,,,,,,,,,,,,,,,,,,,Subject
2539,,Category,Feature,50850,70,0.8750270313903563,,,,,,,,,,,,,,,,,,,,,,,,Subject
2540,,,,50919,1,0.010438191909588342,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2541,,,,50915,5,0.05089376666583779,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2542,,,,50910,10,0.09780494008590661,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2543,,,,50905,15,0.14134467761537545,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2544,,,,50900,20,0.1817623707645984,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2545,,,,50890,30,0.2566869053886693,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2546,,,,50880,40,0.2806175986707219,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2547,,,,50870,50,0.2917077472092481,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2548,,,,50860,60,0.2966691635863157,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2549,,,,50850,70,0.29765369846237777,Category,Feature,,,,,,,,,,,,,,,,,,,,,,Subject
2550,,,,50919,1,0.004787562228373205,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2551,,,,50915,5,0.023937469693169424,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2552,,,,50910,10,0.04787407903623331,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2553,,,,50905,15,0.07146999482616265,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2554,,,,50900,20,0.09437328886131238,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2555,,,,50890,30,0.13993073168525494,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2556,,,,50880,40,0.17280172578394948,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2557,,,,50870,50,0.19634710440022252,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2558,,,,50860,60,0.2126238100059662,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2559,,,,50850,70,0.2178941033744507,Category,,Feature,,,,,,,,,,,,,,,,,,,,,Subject
2560,,,,50919,1,0.5888664635470652,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2561,,,,50915,5,2.9391641941297215,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2562,,,,50910,10,5.8591772456392395,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2563,,,,50905,15,8.635200080715821,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2564,,,,50900,20,10.99104172459978,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2565,,,,50890,30,13.945837027600053,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2566,,,,50880,40,4.456001670841873,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2567,,,,50870,50,1.3278940032888322,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2568,,,,50860,60,0.44557248415196044,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2569,,,,50850,70,0.2945503600255296,Category,,,Feature,,,,,,,,,,,,,,,,,,,,Subject
2570,,,,50919,1,0.5927812974034158,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2571,,,,50915,5,2.9578870669446244,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2572,,,,50910,10,5.898300004519057,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2573,,,,50905,15,8.696469828899847,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2574,,,,50900,20,11.06130944908813,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2575,,,,50890,30,13.985036753476873,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2576,,,,50880,40,4.429332847630018,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2577,,,,50870,50,1.3901967480701112,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2578,,,,50860,60,0.4763334499554046,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2579,,,,50850,70,0.321675062924678,Category,,,,Feature,,,,,,,,,,,,,,,,,,,Subject
2580,,,,50919,1,0.6473479287354367,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2581,,,,50915,5,3.233599366849294,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2582,,,,50910,10,6.447170488947796,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2583,,,,50905,15,9.483314945214904,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2584,,,,50900,20,11.927941841741033,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2585,,,,50890,30,14.568210575707946,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2586,,,,50880,40,3.6323864569012008,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2587,,,,50870,50,0.9470721541030572,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2588,,,,50860,60,0.24673334761086757,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2589,,,,50850,70,0.14662643875036407,Category,,,,,Feature,,,,,,,,,,,,,,,,,,Subject
2590,,,,50919,1,0.0017078376248565823,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2591,,,,50915,5,0.008539591803085382,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2592,,,,50910,10,0.017080192700938295,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2593,,,,50905,15,0.02562180252266192,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2594,,,,50900,20,0.03325337298465624,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2595,,,,50890,30,0.04755139077756275,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2596,,,,50880,40,0.05613540588585725,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2597,,,,50870,50,0.06203435358932247,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2598,,,,50860,60,0.06594112198133584,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2599,,,,50850,70,0.06746703455460777,Category,,,,,,Feature,,,,,,,,,,,,,,,,,Subject
2600,,,,50919,1,0.7818134514625688,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2601,,,,50915,5,3.908415617303432,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2602,,,,50910,10,7.800933303138678,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2603,,,,50905,15,11.433648860865151,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2604,,,,50900,20,13.952865865814625,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2605,,,,50890,30,15.496563972446271,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2606,,,,50880,40,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2607,,,,50870,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2608,,,,50860,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2609,,,,50850,70,0.0083954279702993,Category,,,,,,,Feature,,,,,,,,,,,,,,,,Subject
2610,,,,50919,1,0.4519003757318133,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2611,,,,50915,5,2.258688883982346,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2612,,,,50910,10,4.507641757611526,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2613,,,,50905,15,6.701251170505348,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2614,,,,50900,20,8.743521684283932,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2615,,,,50890,30,12.010835602600075,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2616,,,,50880,40,5.782702070686058,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2617,,,,50870,50,2.407368367887981,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2618,,,,50860,60,1.014427965661952,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2619,,,,50850,70,0.7249360849911856,Category,,,,,,,,Feature,,,,,,,,,,,,,,,Subject
2620,,,,50919,1,0.7818134514625688,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2621,,,,50915,5,3.908415617303432,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2622,,,,50910,10,7.800933303138678,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2623,,,,50905,15,11.433648860865151,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2624,,,,50900,20,13.952865865814625,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2625,,,,50890,30,15.496563972446271,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2626,,,,50880,40,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2627,,,,50870,50,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2628,,,,50860,60,0.0,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2629,,,,50850,70,0.0083954279702993,Category,,,,,,,,,Feature,,,,,,,,,,,,,,Subject
2630,,,,50919,1,0.7818134514625688,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2631,,,,50915,5,3.908415617303432,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2632,,,,50910,10,7.800933303138678,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2633,,,,50905,15,11.433648860865151,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2634,,,,50900,20,13.952865865814625,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2635,,,,50890,30,15.496563972446271,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2636,,,,50880,40,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2637,,,,50870,50,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2638,,,,50860,60,0.0,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2639,,,,50850,70,0.0083954279702993,Category,,,,,,,,,,Feature,,,,,,,,,,,,,Subject
2640,,,,50919,1,0.040925167025333824,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2641,,,,50915,5,0.158804573009657,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2642,,,,50910,10,0.27320620741449486,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2643,,,,50905,15,0.35887744444851805,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2644,,,,50900,20,0.42902231818581904,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2645,,,,50890,30,0.5402642952183713,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2646,,,,50880,40,0.4648574242250352,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2647,,,,50870,50,0.44576980131949423,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2648,,,,50860,60,0.4364164102299979,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2649,,,,50850,70,0.4338171516221074,Category,,,,,,,,,,,Feature,,,,,,,,,,,,Subject
2650,,,,50919,1,0.6207477697106032,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2651,,,,50915,5,3.102416745449759,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2652,,,,50910,10,6.188848244722429,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2653,,,,50905,15,9.135977775860104,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2654,,,,50900,20,11.620696890414486,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2655,,,,50890,30,14.498106853160968,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2656,,,,50880,40,3.8217733909380494,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2657,,,,50870,50,0.8796184401107705,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2658,,,,50860,60,0.2584048483405221,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2659,,,,50850,70,0.16197734807819775,,Feature,,,,,,,,,,,Category,,,,,,,,,,,Subject
2660,,,,50919,1,0.47036990499287107,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2661,,,,50915,5,2.3468694522564713,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2662,,,,50910,10,4.677165582282875,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2663,,,,50905,15,6.921186329480848,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2664,,,,50900,20,8.94295767720977,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2665,,,,50890,30,12.04070948736734,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2666,,,,50880,40,5.679507857648953,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2667,,,,50870,50,2.484766602341368,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2668,,,,50860,60,1.1726414703037369,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
2669,,,,50850,70,0.8750270313903563,,,Feature,,,,,,,,,,Category,,,,,,,,,,,Subject
