,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,annette,bertrand,blanche,dorothee,ludovico,madame cheron,madame montoni,signor,st. aubert,ugo
2130,,,,50919,1,0.01870997938037607,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2131,,,,50915,5,0.08100829219696104,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2132,,,,50910,10,0.14973394033965784,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2133,,,,50905,15,0.20948217700434354,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2134,,,,50900,20,0.2632395261514702,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2135,,,,50890,30,0.354963008545979,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2136,,,,50880,40,0.3472405379961943,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2137,,,,50870,50,0.3323642419436439,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2138,,,,50860,60,0.3285403459888401,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2139,,,,50850,70,0.32959123929529,Category,,,,,,Feature,,,,,,,,,,,,,,,Subject,,
2140,,,,50919,1,0.010438191909588342,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2141,,,,50915,5,0.05089376666583779,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2142,,,,50910,10,0.09780494008590661,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2143,,,,50905,15,0.14134467761537545,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2144,,,,50900,20,0.1817623707645984,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2145,,,,50890,30,0.2566869053886693,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2146,,,,50880,40,0.2806175986707219,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2147,,,,50870,50,0.2917077472092481,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2148,,,,50860,60,0.2966691635863157,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2149,,,,50850,70,0.29765369846237777,Category,,,,,,,Feature,,,,,,,,,,,,,,Subject,,
2150,,,,50919,1,0.6207477697106032,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2151,,,,50915,5,3.102416745449759,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2152,,,,50910,10,6.188848244722429,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2153,,,,50905,15,9.135977775860104,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2154,,,,50900,20,11.620696890414486,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2155,,,,50890,30,14.498106853160968,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2156,,,,50880,40,3.8217733909380494,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2157,,,,50870,50,0.8796184401107705,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2158,,,,50860,60,0.2584048483405221,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2159,,,,50850,70,0.16197734807819775,Category,,,,,,,,Feature,,,,,,,,,,,,,Subject,,
2160,,,,50919,1,0.5147760462728886,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2161,,,,50915,5,2.56520306722158,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2162,,,,50910,10,5.1029905142418555,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2163,,,,50905,15,7.509754933866527,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2164,,,,50900,20,9.577285021624999,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2165,,,,50890,30,12.486489844784554,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2166,,,,50880,40,5.279216076631367,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2167,,,,50870,50,2.278524067263607,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2168,,,,50860,60,1.0561704175120663,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2169,,,,50850,70,0.7726551521051318,Category,,,,,,,,,Feature,,,,,,,,,,,,Subject,,
2170,,,,50919,1,0.5888664635470652,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2171,,,,50915,5,2.9391641941297215,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2172,,,,50910,10,5.8591772456392395,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2173,,,,50905,15,8.635200080715821,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2174,,,,50900,20,10.99104172459978,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2175,,,,50890,30,13.945837027600053,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2176,,,,50880,40,4.456001670841873,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2177,,,,50870,50,1.3278940032888322,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2178,,,,50860,60,0.44557248415196044,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2179,,,,50850,70,0.2945503600255296,Category,,,,,,,,,,Feature,,,,,,,,,,,Subject,,
2180,,,,50919,1,0.011031189862814504,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2181,,,,50915,5,0.05210933677984118,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2182,,,,50910,10,0.09957488653787322,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2183,,,,50905,15,0.14191817074774868,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2184,,,,50900,20,0.1816412712698336,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2185,,,,50890,30,0.25780860241371306,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2186,,,,50880,40,0.2859130418920628,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2187,,,,50870,50,0.305770744058051,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2188,,,,50860,60,0.3240991935381396,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2189,,,,50850,70,0.32963616554185754,Category,,,,,,,,,,,Feature,,,,,,,,,,Subject,,
2190,,,,50919,1,0.01835028301806194,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2191,,,,50915,5,0.07167495229850147,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2192,,,,50910,10,0.12314975746862537,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2193,,,,50905,15,0.16435071426077322,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2194,,,,50900,20,0.1983121060026644,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2195,,,,50890,30,0.25659410123370907,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2196,,,,50880,40,0.24212262148597624,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2197,,,,50870,50,0.24291869986609924,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2198,,,,50860,60,0.24475244166238996,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2199,,,,50850,70,0.2463699667451613,,Feature,,,,,,,,,,,Category,,,,,,,,,Subject,,
2200,,,,50919,1,0.5068613536968853,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2201,,,,50915,5,2.5324537883864258,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2202,,,,50910,10,5.052197263047802,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2203,,,,50905,15,7.488434467357961,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2204,,,,50900,20,9.693128061907199,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2205,,,,50890,30,12.866049282628794,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2206,,,,50880,40,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2207,,,,50870,50,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2208,,,,50860,60,0.0,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2209,,,,50850,70,0.620376151081115,,,Feature,,,,,,,,,,Category,,,,,,,,,Subject,,
2210,,,,50919,1,0.9999570291223396,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2211,,,,50915,5,4.996174911149922,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2212,,,,50910,10,9.975680806742615,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2213,,,,50905,15,14.445649769354961,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2214,,,,50900,20,15.585884616390485,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2215,,,,50890,30,15.635094570857227,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2216,,,,50880,40,0.0573867632507776,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2217,,,,50870,50,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2218,,,,50860,60,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2219,,,,50850,70,0.0,,,,Feature,,,,,,,,,Category,,,,,,,,,Subject,,
2220,,,,50919,1,0.47036990499287107,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2221,,,,50915,5,2.3468694522564713,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2222,,,,50910,10,4.677165582282875,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2223,,,,50905,15,6.921186329480848,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2224,,,,50900,20,8.94295767720977,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2225,,,,50890,30,12.04070948736734,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2226,,,,50880,40,5.679507857648953,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2227,,,,50870,50,2.484766602341368,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2228,,,,50860,60,1.1726414703037369,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2229,,,,50850,70,0.8750270313903563,,,,,Feature,,,,,,,,Category,,,,,,,,,Subject,,
2230,,,,50919,1,0.7818134514625688,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2231,,,,50915,5,3.908415617303432,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2232,,,,50910,10,7.800933303138678,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2233,,,,50905,15,11.433648860865151,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2234,,,,50900,20,13.952865865814625,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2235,,,,50890,30,15.496563972446271,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2236,,,,50880,40,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2237,,,,50870,50,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2238,,,,50860,60,0.0,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2239,,,,50850,70,0.0083954279702993,,,,,,Feature,,,,,,,Category,,,,,,,,,Subject,,
2240,,,,50919,1,0.5927812974034158,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2241,,,,50915,5,2.9578870669446244,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2242,,,,50910,10,5.898300004519057,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2243,,,,50905,15,8.696469828899847,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2244,,,,50900,20,11.06130944908813,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2245,,,,50890,30,13.985036753476873,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2246,,,,50880,40,4.429332847630018,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2247,,,,50870,50,1.3901967480701112,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2248,,,,50860,60,0.4763334499554046,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2249,,,,50850,70,0.321675062924678,,,,,,,Feature,,,,,,Category,,,,,,,,,Subject,,
2250,,,,50919,1,0.5927812974034158,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2251,,,,50915,5,2.9578870669446244,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2252,,,,50910,10,5.898300004519057,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2253,,,,50905,15,8.696469828899847,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2254,,,,50900,20,11.06130944908813,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2255,,,,50890,30,13.985036753476873,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2256,,,,50880,40,4.429332847630018,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2257,,,,50870,50,1.3901967480701112,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2258,,,,50860,60,0.4763334499554046,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2259,,,,50850,70,0.321675062924678,,,,,,,,Feature,,,,,Category,,,,,,,,,Subject,,
2260,,,,50919,1,0.33201663452013447,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2261,,,,50915,5,1.6557383341678305,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2262,,,,50910,10,3.2987116655614157,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2263,,,,50905,15,4.89947187935832,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2264,,,,50900,20,6.420507817642522,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2265,,,,50890,30,9.07615551168005,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2266,,,,50880,40,6.152198473529956,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2267,,,,50870,50,3.89115447285799,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2268,,,,50860,60,2.4911690395709862,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2269,,,,50850,70,2.092966492475179,,,,,,,,,Feature,,,,Category,,,,,,,,,Subject,,
2270,,,,50919,1,0.4519003757318133,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2271,,,,50915,5,2.258688883982346,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2272,,,,50910,10,4.507641757611526,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2273,,,,50905,15,6.701251170505348,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2274,,,,50900,20,8.743521684283932,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2275,,,,50890,30,12.010835602600075,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2276,,,,50880,40,5.782702070686058,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2277,,,,50870,50,2.407368367887981,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2278,,,,50860,60,1.014427965661952,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2279,,,,50850,70,0.7249360849911856,,,,,,,,,,Feature,,,Category,,,,,,,,,Subject,,
2280,,,,50919,1,0.6473479287354367,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2281,,,,50915,5,3.233599366849294,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2282,,,,50910,10,6.447170488947796,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2283,,,,50905,15,9.483314945214904,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2284,,,,50900,20,11.927941841741033,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2285,,,,50890,30,14.568210575707946,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2286,,,,50880,40,3.6323864569012008,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2287,,,,50870,50,0.9470721541030572,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2288,,,,50860,60,0.24673334761086757,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2289,,,,50850,70,0.14662643875036407,,,,,,,,,,,Feature,,Category,,,,,,,,,Subject,,
2290,,,,50919,1,0.5068613536968853,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2291,,,,50915,5,2.5324537883864258,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2292,,,,50910,10,5.052197263047802,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2293,,,,50905,15,7.488434467357961,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2294,,,,50900,20,9.693128061907199,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2295,,,,50890,30,12.866049282628794,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2296,,,,50880,40,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2297,,,,50870,50,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2298,,,,50860,60,0.0,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2299,,,,50850,70,0.620376151081115,,,,,,,,,,,,Feature,Category,,,,,,,,,Subject,,
2300,,Category,Feature,50919,1,0.5147760462728886,,,,,,,,,,,,,,,,,,,,,,,Subject,
2301,,Category,Feature,50915,5,2.56520306722158,,,,,,,,,,,,,,,,,,,,,,,Subject,
2302,,Category,Feature,50910,10,5.1029905142418555,,,,,,,,,,,,,,,,,,,,,,,Subject,
2303,,Category,Feature,50905,15,7.509754933866527,,,,,,,,,,,,,,,,,,,,,,,Subject,
2304,,Category,Feature,50900,20,9.577285021624999,,,,,,,,,,,,,,,,,,,,,,,Subject,
2305,,Category,Feature,50890,30,12.486489844784554,,,,,,,,,,,,,,,,,,,,,,,Subject,
2306,,Category,Feature,50880,40,5.279216076631367,,,,,,,,,,,,,,,,,,,,,,,Subject,
2307,,Category,Feature,50870,50,2.278524067263607,,,,,,,,,,,,,,,,,,,,,,,Subject,
2308,,Category,Feature,50860,60,1.0561704175120663,,,,,,,,,,,,,,,,,,,,,,,Subject,
2309,,Category,Feature,50850,70,0.7726551521051318,,,,,,,,,,,,,,,,,,,,,,,Subject,
2310,,,,50919,1,0.9999570291223396,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2311,,,,50915,5,4.996174911149922,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2312,,,,50910,10,9.975680806742615,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2313,,,,50905,15,14.445649769354961,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2314,,,,50900,20,15.585884616390485,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2315,,,,50890,30,15.635094570857227,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2316,,,,50880,40,0.0573867632507776,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2317,,,,50870,50,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2318,,,,50860,60,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2319,,,,50850,70,0.0,Category,Feature,,,,,,,,,,,,,,,,,,,,,Subject,
2320,,,,50919,1,0.040925167025333824,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2321,,,,50915,5,0.158804573009657,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2322,,,,50910,10,0.27320620741449486,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2323,,,,50905,15,0.35887744444851805,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2324,,,,50900,20,0.42902231818581904,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2325,,,,50890,30,0.5402642952183713,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2326,,,,50880,40,0.4648574242250352,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2327,,,,50870,50,0.44576980131949423,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2328,,,,50860,60,0.4364164102299979,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2329,,,,50850,70,0.4338171516221074,Category,,Feature,,,,,,,,,,,,,,,,,,,,Subject,
2330,,,,50919,1,0.5927812974034158,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2331,,,,50915,5,2.9578870669446244,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2332,,,,50910,10,5.898300004519057,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2333,,,,50905,15,8.696469828899847,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2334,,,,50900,20,11.06130944908813,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2335,,,,50890,30,13.985036753476873,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2336,,,,50880,40,4.429332847630018,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2337,,,,50870,50,1.3901967480701112,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2338,,,,50860,60,0.4763334499554046,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2339,,,,50850,70,0.321675062924678,Category,,,Feature,,,,,,,,,,,,,,,,,,,Subject,
2340,,,,50919,1,0.5927812974034158,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2341,,,,50915,5,2.9578870669446244,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2342,,,,50910,10,5.898300004519057,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2343,,,,50905,15,8.696469828899847,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2344,,,,50900,20,11.06130944908813,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2345,,,,50890,30,13.985036753476873,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2346,,,,50880,40,4.429332847630018,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2347,,,,50870,50,1.3901967480701112,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2348,,,,50860,60,0.4763334499554046,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2349,,,,50850,70,0.321675062924678,Category,,,,Feature,,,,,,,,,,,,,,,,,,Subject,
2350,,,,50919,1,0.002701651983928812,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2351,,,,50915,5,0.01350865310698024,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2352,,,,50910,10,0.025790051017909137,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2353,,,,50905,15,0.03664149365437136,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2354,,,,50900,20,0.047103918155859285,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2355,,,,50890,30,0.06622748289396048,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2356,,,,50880,40,0.07698721306941274,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2357,,,,50870,50,0.08630398920723052,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2358,,,,50860,60,0.09587312806184267,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2359,,,,50850,70,0.09956941467056742,Category,,,,,Feature,,,,,,,,,,,,,,,,,Subject,
2360,,,,50919,1,0.0017078376248565823,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2361,,,,50915,5,0.008539591803085382,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2362,,,,50910,10,0.017080192700938295,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2363,,,,50905,15,0.02562180252266192,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2364,,,,50900,20,0.03325337298465624,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2365,,,,50890,30,0.04755139077756275,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2366,,,,50880,40,0.05613540588585725,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2367,,,,50870,50,0.06203435358932247,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2368,,,,50860,60,0.06594112198133584,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2369,,,,50850,70,0.06746703455460777,Category,,,,,,Feature,,,,,,,,,,,,,,,,Subject,
2370,,,,50919,1,0.9999570291223396,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2371,,,,50915,5,4.996174911149922,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2372,,,,50910,10,9.975680806742615,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2373,,,,50905,15,14.445649769354961,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2374,,,,50900,20,15.585884616390485,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2375,,,,50890,30,15.635094570857227,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2376,,,,50880,40,0.0573867632507776,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2377,,,,50870,50,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2378,,,,50860,60,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2379,,,,50850,70,0.0,Category,,,,,,,Feature,,,,,,,,,,,,,,,Subject,
2380,,,,50919,1,0.5068613536968853,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2381,,,,50915,5,2.5324537883864258,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2382,,,,50910,10,5.052197263047802,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2383,,,,50905,15,7.488434467357961,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2384,,,,50900,20,9.693128061907199,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2385,,,,50890,30,12.866049282628794,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2386,,,,50880,40,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2387,,,,50870,50,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2388,,,,50860,60,0.0,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2389,,,,50850,70,0.620376151081115,Category,,,,,,,,Feature,,,,,,,,,,,,,,Subject,
2390,,,,50919,1,0.5147760462728886,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2391,,,,50915,5,2.56520306722158,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2392,,,,50910,10,5.1029905142418555,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2393,,,,50905,15,7.509754933866527,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2394,,,,50900,20,9.577285021624999,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2395,,,,50890,30,12.486489844784554,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2396,,,,50880,40,5.279216076631367,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2397,,,,50870,50,2.278524067263607,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2398,,,,50860,60,1.0561704175120663,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
2399,,,,50850,70,0.7726551521051318,Category,,,,,,,,,Feature,,,,,,,,,,,,,Subject,
